takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set
FALSE,FALSE,alternating,194,94,Alice lobbed a man wearing a hat the ball,Alice lobbed the ball to a man wearing a hat,def,2,longIndefinite,2332,45
FALSE,FALSE,alternating,194,94,Juan lobbed her the ball,Juan lobbed the ball to her,def,2,pronoun,2333,96
FALSE,FALSE,alternating,194,94,Alice lobbed the man the ball,Alice lobbed the ball to the man,def,2,shortDefinite,2334,47
FALSE,FALSE,alternating,194,94,Maria lobbed a woman the ball,Maria lobbed the ball to a woman,def,2,shortIndefinite,2335,97
FALSE,FALSE,alternating,194,94,Maria lobbed the man who was from work a tennis ball,Maria lobbed a tennis ball to the man who was from work,indef,3,longDefinite,2336,48
FALSE,FALSE,alternating,194,94,Juan lobbed a man who was from work a tennis ball,Juan lobbed a tennis ball to a man who was from work,indef,3,longIndefinite,2337,98
FALSE,FALSE,alternating,194,94,Bob lobbed her a tennis ball,Bob lobbed a tennis ball to her,indef,3,pronoun,2338,49
FALSE,FALSE,alternating,194,94,Juan lobbed the man a tennis ball,Juan lobbed a tennis ball to the man,indef,3,shortDefinite,2339,0
FALSE,FALSE,alternating,194,94,Juan lobbed a man a tennis ball,Juan lobbed a tennis ball to a man,indef,3,shortIndefinite,2340,50
FALSE,FALSE,alternating,194,94,Linda lobbed the woman who was from work a question,Linda lobbed a question to the woman who was from work,indef,4,longDefinite,2341,1
FALSE,FALSE,alternating,194,94,Juan lobbed a man from work a question,Juan lobbed a question to a man from work,indef,4,longIndefinite,2342,52
FALSE,FALSE,alternating,194,94,Alice lobbed him a question,Alice lobbed a question to him,indef,4,pronoun,2343,2
FALSE,FALSE,alternating,194,94,Michael lobbed the woman a question,Michael lobbed a question to the woman,indef,4,shortDefinite,2344,53
FALSE,FALSE,alternating,194,94,Maria lobbed a woman a question,Maria lobbed a question to a woman,indef,4,shortIndefinite,2345,3
FALSE,FALSE,alternating,194,94,Alice lobbed the woman wearing the hat something,Alice lobbed something to the woman wearing the hat,something,5,longDefinite,2346,54
FALSE,FALSE,alternating,194,94,Maria lobbed a man who was from work something,Maria lobbed something to a man who was from work,something,5,longIndefinite,2347,5
FALSE,FALSE,alternating,194,94,Linda lobbed him something,Linda lobbed something to him,something,5,pronoun,2348,55
FALSE,FALSE,alternating,194,94,John lobbed the woman something,John lobbed something to the woman,something,5,shortDefinite,2349,6
FALSE,FALSE,alternating,194,94,Alice lobbed a man something,Alice lobbed something to a man,something,5,shortIndefinite,2350,57
FALSE,FALSE,alternating,195,95,Linda bequeathed the man who was from work the estate,Linda bequeathed the estate to the man who was from work,def,1,longDefinite,2351,7
FALSE,FALSE,alternating,195,95,Maria bequeathed a woman from work the estate,Maria bequeathed the estate to a woman from work,def,1,longIndefinite,2352,58
FALSE,FALSE,alternating,195,95,Juan bequeathed her the estate,Juan bequeathed the estate to her,def,1,pronoun,2353,8
FALSE,FALSE,alternating,195,95,Michael bequeathed the man the estate,Michael bequeathed the estate to the man,def,1,shortDefinite,2354,59
FALSE,FALSE,alternating,195,95,Mary bequeathed a woman the estate,Mary bequeathed the estate to a woman,def,1,shortIndefinite,2355,10
FALSE,FALSE,alternating,195,95,Mary bequeathed the man wearing the hat the money,Mary bequeathed the money to the man wearing the hat,def,2,longDefinite,2356,60
FALSE,FALSE,alternating,195,95,Bob bequeathed a man from work the money,Bob bequeathed the money to a man from work,def,2,longIndefinite,2357,11
FALSE,FALSE,alternating,195,95,Mary bequeathed him the money,Mary bequeathed the money to him,def,2,pronoun,2358,61
FALSE,FALSE,alternating,195,95,Linda bequeathed the woman the money,Linda bequeathed the money to the woman,def,2,shortDefinite,2359,12
FALSE,FALSE,alternating,195,95,Juan bequeathed a man the money,Juan bequeathed the money to a man,def,2,shortIndefinite,2360,63
FALSE,FALSE,alternating,195,95,Linda bequeathed the woman wearing the hat a large sum,Linda bequeathed a large sum to the woman wearing the hat,indef,3,longDefinite,2361,13
FALSE,FALSE,alternating,195,95,Mary bequeathed a man who was from work a large sum,Mary bequeathed a large sum to a man who was from work,indef,3,longIndefinite,2362,64
FALSE,FALSE,alternating,195,95,John bequeathed her a large sum,John bequeathed a large sum to her,indef,3,pronoun,2363,15
FALSE,FALSE,alternating,195,95,John bequeathed the woman a large sum,John bequeathed a large sum to the woman,indef,3,shortDefinite,2364,65
FALSE,FALSE,alternating,195,95,Alice bequeathed a man a large sum,Alice bequeathed a large sum to a man,indef,3,shortIndefinite,2365,16
FALSE,FALSE,alternating,195,95,Alice bequeathed the woman wearing the hat a portrait,Alice bequeathed a portrait to the woman wearing the hat,indef,4,longDefinite,2366,66
FALSE,FALSE,alternating,195,95,John bequeathed a man wearing a hat a portrait,John bequeathed a portrait to a man wearing a hat,indef,4,longIndefinite,2367,17
FALSE,FALSE,alternating,195,95,Mary bequeathed him a portrait,Mary bequeathed a portrait to him,indef,4,pronoun,2368,68
FALSE,FALSE,alternating,195,95,Bob bequeathed the man a portrait,Bob bequeathed a portrait to the man,indef,4,shortDefinite,2369,18
FALSE,FALSE,alternating,195,95,Linda bequeathed a man a portrait,Linda bequeathed a portrait to a man,indef,4,shortIndefinite,2370,69
FALSE,FALSE,alternating,195,95,John bequeathed the woman who was from work something,John bequeathed something to the woman who was from work,something,5,longDefinite,2371,20
FALSE,FALSE,alternating,195,95,Mary bequeathed a woman from work something,Mary bequeathed something to a woman from work,something,5,longIndefinite,2372,70
FALSE,FALSE,alternating,195,95,Bob bequeathed her something,Bob bequeathed something to her,something,5,pronoun,2373,21
FALSE,FALSE,alternating,195,95,Linda bequeathed the man something,Linda bequeathed something to the man,something,5,shortDefinite,2374,71
FALSE,FALSE,alternating,195,95,Juan bequeathed a man something,Juan bequeathed something to a man,something,5,shortIndefinite,2375,22
FALSE,FALSE,alternating,196,96,Linda radioed the woman wearing the hat the news,Linda radioed the news to the woman wearing the hat,def,1,longDefinite,2376,73
FALSE,FALSE,alternating,196,96,Mary radioed a woman who was from work the news,Mary radioed the news to a woman who was from work,def,1,longIndefinite,2377,23
FALSE,FALSE,alternating,196,96,Alice radioed him the news,Alice radioed the news to him,def,1,pronoun,2378,74
FALSE,FALSE,alternating,196,96,Mary radioed the man the news,Mary radioed the news to the man,def,1,shortDefinite,2379,24
FALSE,FALSE,alternating,196,96,Mary radioed a woman the news,Mary radioed the news to a woman,def,1,shortIndefinite,2380,75
FALSE,FALSE,alternating,196,96,Alice radioed the man who was from work the instructons,Alice radioed the instructons to the man who was from work,def,2,longDefinite,2381,26
FALSE,FALSE,alternating,196,96,John radioed a woman from work the instructons,John radioed the instructons to a woman from work,def,2,longIndefinite,2382,76
FALSE,FALSE,alternating,196,96,Bob radioed her the instructons,Bob radioed the instructons to her,def,2,pronoun,2383,27
FALSE,FALSE,alternating,196,96,Maria radioed the woman the instructons,Maria radioed the instructons to the woman,def,2,shortDefinite,2384,78
FALSE,FALSE,alternating,196,96,Michael radioed a woman the instructons,Michael radioed the instructons to a woman,def,2,shortIndefinite,2385,28
FALSE,FALSE,alternating,196,96,Juan radioed the woman who was from work some directions,Juan radioed some directions to the woman who was from work,indef,3,longDefinite,2386,79
FALSE,FALSE,alternating,196,96,Alice radioed a woman wearing a hat some directions,Alice radioed some directions to a woman wearing a hat,indef,3,longIndefinite,2387,29
FALSE,FALSE,alternating,196,96,Juan radioed her some directions,Juan radioed some directions to her,indef,3,pronoun,2388,80
FALSE,FALSE,alternating,196,96,John radioed the woman some directions,John radioed some directions to the woman,indef,3,shortDefinite,2389,31
FALSE,FALSE,alternating,196,96,Linda radioed a woman some directions,Linda radioed some directions to a woman,indef,3,shortIndefinite,2390,81
FALSE,FALSE,alternating,196,96,Linda radioed the man who was wearing the hat a location,Linda radioed a location to the man who was wearing the hat,indef,4,longDefinite,2391,32
FALSE,FALSE,alternating,196,96,Maria radioed a woman who was wearing a hat a location,Maria radioed a location to a woman who was wearing a hat,indef,4,longIndefinite,2392,83
FALSE,FALSE,alternating,196,96,Mary radioed him a location,Mary radioed a location to him,indef,4,pronoun,2393,33
FALSE,FALSE,alternating,196,96,Bob radioed the woman a location,Bob radioed a location to the woman,indef,4,shortDefinite,2394,84
FALSE,FALSE,alternating,196,96,Juan radioed a woman a location,Juan radioed a location to a woman,indef,4,shortIndefinite,2395,34
FALSE,FALSE,alternating,196,96,Maria radioed the man who was from work something,Maria radioed something to the man who was from work,something,5,longDefinite,2396,85
FALSE,FALSE,alternating,196,96,Bob radioed a man from work something,Bob radioed something to a man from work,something,5,longIndefinite,2397,36
FALSE,FALSE,alternating,196,96,Linda radioed him something,Linda radioed something to him,something,5,pronoun,2398,86
FALSE,FALSE,alternating,196,96,John radioed the woman something,John radioed something to the woman,something,5,shortDefinite,2399,37
FALSE,FALSE,alternating,196,96,Juan radioed a man something,Juan radioed something to a man,something,5,shortIndefinite,2400,88
FALSE,FALSE,alternating,197,97,John cabled the woman who was wearing the hat the news,John cabled the news to the woman who was wearing the hat,def,1,longDefinite,2401,38
FALSE,FALSE,alternating,197,97,John cabled a woman who was wearing a hat the news,John cabled the news to a woman who was wearing a hat,def,1,longIndefinite,2402,89
FALSE,FALSE,alternating,197,97,Maria cabled him the news,Maria cabled the news to him,def,1,pronoun,2403,39
FALSE,FALSE,alternating,197,97,Michael cabled the woman the news,Michael cabled the news to the woman,def,1,shortDefinite,2404,90
FALSE,FALSE,alternating,197,97,Mary cabled a woman the news,Mary cabled the news to a woman,def,1,shortIndefinite,2405,41
FALSE,FALSE,alternating,197,97,Bob cabled the woman who was from work the instructons,Bob cabled the instructons to the woman who was from work,def,2,longDefinite,2406,91
FALSE,FALSE,alternating,197,97,Michael cabled a woman who was from work the instructons,Michael cabled the instructons to a woman who was from work,def,2,longIndefinite,2407,42
FALSE,FALSE,alternating,197,97,Michael cabled her the instructons,Michael cabled the instructons to her,def,2,pronoun,2408,92
FALSE,FALSE,alternating,197,97,Mary cabled the man the instructons,Mary cabled the instructons to the man,def,2,shortDefinite,2409,43
FALSE,FALSE,alternating,197,97,Michael cabled a woman the instructons,Michael cabled the instructons to a woman,def,2,shortIndefinite,2410,94
FALSE,FALSE,alternating,197,97,Linda cabled the man wearing the hat some directions,Linda cabled some directions to the man wearing the hat,indef,3,longDefinite,2411,44
FALSE,FALSE,alternating,197,97,Alice cabled a man from work some directions,Alice cabled some directions to a man from work,indef,3,longIndefinite,2412,95
FALSE,FALSE,alternating,197,97,Alice cabled him some directions,Alice cabled some directions to him,indef,3,pronoun,2413,46
FALSE,FALSE,alternating,197,97,Michael cabled the woman some directions,Michael cabled some directions to the woman,indef,3,shortDefinite,2414,96
FALSE,FALSE,alternating,197,97,Bob cabled a man some directions,Bob cabled some directions to a man,indef,3,shortIndefinite,2415,47
FALSE,FALSE,alternating,197,97,Maria cabled the woman from work a location,Maria cabled a location to the woman from work,indef,4,longDefinite,2416,97
FALSE,FALSE,alternating,197,97,Alice cabled a man who was wearing a hat a location,Alice cabled a location to a man who was wearing a hat,indef,4,longIndefinite,2417,48
FALSE,FALSE,alternating,197,97,Bob cabled her a location,Bob cabled a location to her,indef,4,pronoun,2418,99
FALSE,FALSE,alternating,197,97,Maria cabled the man a location,Maria cabled a location to the man,indef,4,shortDefinite,2419,49
FALSE,FALSE,alternating,197,97,Mary cabled a woman a location,Mary cabled a location to a woman,indef,4,shortIndefinite,2420,0
FALSE,FALSE,alternating,197,97,Michael cabled the woman who was from work something,Michael cabled something to the woman who was from work,something,5,longDefinite,2421,51
FALSE,FALSE,alternating,197,97,John cabled a man who was wearing a hat something,John cabled something to a man who was wearing a hat,something,5,longIndefinite,2422,1
FALSE,FALSE,alternating,197,97,John cabled her something,John cabled something to her,something,5,pronoun,2423,52
FALSE,FALSE,alternating,197,97,Maria cabled the man something,Maria cabled something to the man,something,5,shortDefinite,2424,2
FALSE,FALSE,alternating,197,97,John cabled a man something,John cabled something to a man,something,5,shortIndefinite,2425,53
FALSE,TRUE,alternating,198,98,Maria shuttled the team from work the packages,Maria shuttled the packages to the team from work,def,1,longDefinite,2426,4
FALSE,TRUE,alternating,198,98,Juan shuttled a team from work the packages,Juan shuttled the packages to a team from work,def,1,longIndefinite,2427,54
FALSE,TRUE,alternating,198,98,Linda shuttled them the packages,Linda shuttled the packages to them,def,1,pronoun,2428,5
FALSE,TRUE,alternating,198,98,Michael shuttled the team the packages,Michael shuttled the packages to the team,def,1,shortDefinite,2429,55
FALSE,TRUE,alternating,198,98,Michael shuttled a team the packages,Michael shuttled the packages to a team,def,1,shortIndefinite,2430,6
FALSE,TRUE,alternating,198,98,Michael shuttled the team from work the students,Michael shuttled the students to the team from work,def,2,longDefinite,2431,57
FALSE,TRUE,alternating,198,98,Bob shuttled a team from work the students,Bob shuttled the students to a team from work,def,2,longIndefinite,2432,7
FALSE,TRUE,alternating,198,98,Maria shuttled them the students,Maria shuttled the students to them,def,2,pronoun,2433,58
FALSE,TRUE,alternating,198,98,Mary shuttled the team the students,Mary shuttled the students to the team,def,2,shortDefinite,2434,9
FALSE,TRUE,alternating,198,98,Maria shuttled a team the students,Maria shuttled the students to a team,def,2,shortIndefinite,2435,59
FALSE,TRUE,alternating,198,98,Michael shuttled the team from work some instruments,Michael shuttled some instruments to the team from work,indef,3,longDefinite,2436,10
FALSE,TRUE,alternating,198,98,Alice shuttled a team from work some instruments,Alice shuttled some instruments to a team from work,indef,3,longIndefinite,2437,60
FALSE,TRUE,alternating,198,98,Bob shuttled them some instruments,Bob shuttled some instruments to them,indef,3,pronoun,2438,11
FALSE,TRUE,alternating,198,98,Alice shuttled the team some instruments,Alice shuttled some instruments to the team,indef,3,shortDefinite,2439,62
FALSE,TRUE,alternating,198,98,Mary shuttled a team some instruments,Mary shuttled some instruments to a team,indef,3,shortIndefinite,2440,12
FALSE,TRUE,alternating,198,98,Bob shuttled the team from work some suitcases,Bob shuttled some suitcases to the team from work,indef,4,longDefinite,2441,63
FALSE,TRUE,alternating,198,98,Michael shuttled a team from work some suitcases,Michael shuttled some suitcases to a team from work,indef,4,longIndefinite,2442,14
FALSE,TRUE,alternating,198,98,Linda shuttled them some suitcases,Linda shuttled some suitcases to them,indef,4,pronoun,2443,64
FALSE,TRUE,alternating,198,98,Linda shuttled the team some suitcases,Linda shuttled some suitcases to the team,indef,4,shortDefinite,2444,15
FALSE,TRUE,alternating,198,98,Linda shuttled a team some suitcases,Linda shuttled some suitcases to a team,indef,4,shortIndefinite,2445,65
FALSE,TRUE,alternating,198,98,Juan shuttled the team from work something,Juan shuttled something to the team from work,something,5,longDefinite,2446,16
FALSE,TRUE,alternating,198,98,Alice shuttled a team from work something,Alice shuttled something to a team from work,something,5,longIndefinite,2447,67
FALSE,TRUE,alternating,198,98,Michael shuttled them something,Michael shuttled something to them,something,5,pronoun,2448,17
FALSE,TRUE,alternating,198,98,Juan shuttled the team something,Juan shuttled something to the team,something,5,shortDefinite,2449,68
FALSE,TRUE,alternating,198,98,Mary shuttled a team something,Mary shuttled something to a team,something,5,shortIndefinite,2450,19
FALSE,FALSE,alternating,199,99,Bob catapulted the woman who was from work the box,Bob catapulted the box to the woman who was from work,def,1,longDefinite,2451,69
FALSE,FALSE,alternating,199,99,Alice catapulted a man who was from work the box,Alice catapulted the box to a man who was from work,def,1,longIndefinite,2452,20
FALSE,FALSE,alternating,199,99,Linda catapulted him the box,Linda catapulted the box to him,def,1,pronoun,2453,70
FALSE,FALSE,alternating,199,99,John catapulted the man the box,John catapulted the box to the man,def,1,shortDefinite,2454,21
FALSE,FALSE,alternating,199,99,Alice catapulted a man the box,Alice catapulted the box to a man,def,1,shortIndefinite,2455,72
FALSE,FALSE,alternating,199,99,Bob catapulted the man who was from work the contents,Bob catapulted the contents to the man who was from work,def,2,longDefinite,2456,22
FALSE,FALSE,alternating,199,99,John catapulted a man from work the contents,John catapulted the contents to a man from work,def,2,longIndefinite,2457,73
FALSE,FALSE,alternating,199,99,Bob catapulted her the contents,Bob catapulted the contents to her,def,2,pronoun,2458,23
FALSE,FALSE,alternating,199,99,John catapulted the man the contents,John catapulted the contents to the man,def,2,shortDefinite,2459,74
FALSE,FALSE,alternating,199,99,Bob catapulted a man the contents,Bob catapulted the contents to a man,def,2,shortIndefinite,2460,25
FALSE,FALSE,alternating,199,99,Bob catapulted the woman who was from work a ball,Bob catapulted a ball to the woman who was from work,indef,3,longDefinite,2461,75
FALSE,FALSE,alternating,199,99,Alice catapulted a woman from work a ball,Alice catapulted a ball to a woman from work,indef,3,longIndefinite,2462,26
FALSE,FALSE,alternating,199,99,Mary catapulted him a ball,Mary catapulted a ball to him,indef,3,pronoun,2463,77
FALSE,FALSE,alternating,199,99,Linda catapulted the man a ball,Linda catapulted a ball to the man,indef,3,shortDefinite,2464,27
FALSE,FALSE,alternating,199,99,Mary catapulted a man a ball,Mary catapulted a ball to a man,indef,3,shortIndefinite,2465,78
FALSE,FALSE,alternating,199,99,John catapulted the woman who was wearing the hat a container,John catapulted a container to the woman who was wearing the hat,indef,4,longDefinite,2466,28
FALSE,FALSE,alternating,199,99,Michael catapulted a man who was wearing a hat a container,Michael catapulted a container to a man who was wearing a hat,indef,4,longIndefinite,2467,79
FALSE,FALSE,alternating,199,99,Michael catapulted her a container,Michael catapulted a container to her,indef,4,pronoun,2468,30
FALSE,FALSE,alternating,199,99,Maria catapulted the man a container,Maria catapulted a container to the man,indef,4,shortDefinite,2469,80
FALSE,FALSE,alternating,199,99,Alice catapulted a woman a container,Alice catapulted a container to a woman,indef,4,shortIndefinite,2470,31
FALSE,FALSE,alternating,199,99,Michael catapulted the woman who was wearing the hat something,Michael catapulted something to the woman who was wearing the hat,something,5,longDefinite,2471,82
FALSE,FALSE,alternating,199,99,Bob catapulted a woman wearing a hat something,Bob catapulted something to a woman wearing a hat,something,5,longIndefinite,2472,32
FALSE,FALSE,alternating,199,99,Linda catapulted him something,Linda catapulted something to him,something,5,pronoun,2473,83
FALSE,FALSE,alternating,199,99,Juan catapulted the man something,Juan catapulted something to the man,something,5,shortDefinite,2474,33
FALSE,FALSE,alternating,199,99,Juan catapulted a woman something,Juan catapulted something to a woman,something,5,shortIndefinite,2475,84
FALSE,FALSE,alternating,200,100,Michael yielded the man who was wearing the hat the floor,Michael yielded the floor to the man who was wearing the hat,def,1,longDefinite,2476,35
FALSE,FALSE,alternating,200,100,Michael yielded a man who was wearing a hat the floor,Michael yielded the floor to a man who was wearing a hat,def,1,longIndefinite,2477,85
FALSE,FALSE,alternating,200,100,Linda yielded him the floor,Linda yielded the floor to him,def,1,pronoun,2478,36
FALSE,FALSE,alternating,200,100,Mary yielded the man the floor,Mary yielded the floor to the man,def,1,shortDefinite,2479,86
FALSE,FALSE,alternating,200,100,Linda yielded a woman the floor,Linda yielded the floor to a woman,def,1,shortIndefinite,2480,37
FALSE,FALSE,alternating,200,100,Mary yielded the woman who was from work the time,Mary yielded the time to the woman who was from work,def,2,longDefinite,2481,88
FALSE,FALSE,alternating,200,100,Mary yielded a man from work the time,Mary yielded the time to a man from work,def,2,longIndefinite,2482,38
FALSE,FALSE,alternating,200,100,Maria yielded him the time,Maria yielded the time to him,def,2,pronoun,2483,89
FALSE,FALSE,alternating,200,100,Michael yielded the man the time,Michael yielded the time to the man,def,2,shortDefinite,2484,40
FALSE,FALSE,alternating,200,100,Juan yielded a woman the time,Juan yielded the time to a woman,def,2,shortIndefinite,2485,90
FALSE,FALSE,alternating,200,100,Maria yielded the woman wearing the hat some peace,Maria yielded some peace to the woman wearing the hat,indef,3,longDefinite,2486,41
FALSE,FALSE,alternating,200,100,Michael yielded a woman wearing a hat some peace,Michael yielded some peace to a woman wearing a hat,indef,3,longIndefinite,2487,91
FALSE,FALSE,alternating,200,100,Linda yielded him some peace,Linda yielded some peace to him,indef,3,pronoun,2488,42
FALSE,FALSE,alternating,200,100,Alice yielded the man some peace,Alice yielded some peace to the man,indef,3,shortDefinite,2489,93
FALSE,FALSE,alternating,200,100,Michael yielded a man some peace,Michael yielded some peace to a man,indef,3,shortIndefinite,2490,43
FALSE,FALSE,alternating,200,100,Bob yielded the woman who was wearing the hat some comfort,Bob yielded some comfort to the woman who was wearing the hat,indef,4,longDefinite,2491,94
FALSE,FALSE,alternating,200,100,Maria yielded a woman from work some comfort,Maria yielded some comfort to a woman from work,indef,4,longIndefinite,2492,45
FALSE,FALSE,alternating,200,100,Michael yielded her some comfort,Michael yielded some comfort to her,indef,4,pronoun,2493,95
FALSE,FALSE,alternating,200,100,Bob yielded the man some comfort,Bob yielded some comfort to the man,indef,4,shortDefinite,2494,46
FALSE,FALSE,alternating,200,100,Bob yielded a man some comfort,Bob yielded some comfort to a man,indef,4,shortIndefinite,2495,96
FALSE,FALSE,alternating,200,100,Bob yielded the woman who was from work something,Bob yielded something to the woman who was from work,something,5,longDefinite,2496,47
FALSE,FALSE,alternating,200,100,Juan yielded a man wearing a hat something,Juan yielded something to a man wearing a hat,something,5,longIndefinite,2497,98
FALSE,FALSE,alternating,200,100,Alice yielded him something,Alice yielded something to him,something,5,pronoun,2498,48
FALSE,FALSE,alternating,200,100,Linda yielded the man something,Linda yielded something to the man,something,5,shortDefinite,2499,99
FALSE,FALSE,alternating,200,100,Mary yielded a man something,Mary yielded something to a man,something,5,shortIndefinite,2500,50
TRUE,FALSE,non-alternating,1,1,Linda said the man who was from work her goodbye,Linda said her goodbye to the man who was from work,def,1,longDefinite,2501,0
TRUE,FALSE,non-alternating,1,1,Linda said a man who was wearing a hat her goodbye,Linda said her goodbye to a man who was wearing a hat,def,1,longIndefinite,2502,51
TRUE,FALSE,non-alternating,1,1,Mary said him her goodbye,Mary said her goodbye to him,def,1,pronoun,2503,1
TRUE,FALSE,non-alternating,1,1,Mary said the woman her goodbye,Mary said her goodbye to the woman,def,1,shortDefinite,2504,52
TRUE,FALSE,non-alternating,1,1,Mary said a man her goodbye,Mary said her goodbye to a man,def,1,shortIndefinite,2505,3
FALSE,FALSE,non-alternating,1,1,Juan said the woman wearing the hat the words,Juan said the words to the woman wearing the hat,def,2,longDefinite,2506,53
FALSE,FALSE,non-alternating,1,1,Juan said a man from work the words,Juan said the words to a man from work,def,2,longIndefinite,2507,4
FALSE,FALSE,non-alternating,1,1,Maria said him the words,Maria said the words to him,def,2,pronoun,2508,54
FALSE,FALSE,non-alternating,1,1,Bob said the man the words,Bob said the words to the man,def,2,shortDefinite,2509,5
FALSE,FALSE,non-alternating,1,1,Juan said a man the words,Juan said the words to a man,def,2,shortIndefinite,2510,56
FALSE,FALSE,non-alternating,1,1,John said the woman wearing the hat a word,John said a word to the woman wearing the hat,indef,3,longDefinite,2511,6
FALSE,FALSE,non-alternating,1,1,John said a woman from work a word,John said a word to a woman from work,indef,3,longIndefinite,2512,57
FALSE,FALSE,non-alternating,1,1,Maria said him a word,Maria said a word to him,indef,3,pronoun,2513,8
FALSE,FALSE,non-alternating,1,1,Mary said the woman a word,Mary said a word to the woman,indef,3,shortDefinite,2514,58
FALSE,FALSE,non-alternating,1,1,Michael said a man a word,Michael said a word to a man,indef,3,shortIndefinite,2515,9
FALSE,FALSE,non-alternating,1,1,Mary said the man wearing the hat a prayer,Mary said a prayer to the man wearing the hat,indef,4,longDefinite,2516,59
FALSE,FALSE,non-alternating,1,1,Juan said a man wearing a hat a prayer,Juan said a prayer to a man wearing a hat,indef,4,longIndefinite,2517,10
FALSE,FALSE,non-alternating,1,1,Juan said her a prayer,Juan said a prayer to her,indef,4,pronoun,2518,61
FALSE,FALSE,non-alternating,1,1,Michael said the man a prayer,Michael said a prayer to the man,indef,4,shortDefinite,2519,11
FALSE,FALSE,non-alternating,1,1,Mary said a man a prayer,Mary said a prayer to a man,indef,4,shortIndefinite,2520,62
FALSE,FALSE,non-alternating,1,1,Alice said the man who was from work something,Alice said something to the man who was from work,something,5,longDefinite,2521,13
FALSE,FALSE,non-alternating,1,1,Linda said a woman who was from work something,Linda said something to a woman who was from work,something,5,longIndefinite,2522,63
FALSE,FALSE,non-alternating,1,1,Mary said him something,Mary said something to him,something,5,pronoun,2523,14
FALSE,FALSE,non-alternating,1,1,Mary said the man something,Mary said something to the man,something,5,shortDefinite,2524,64
FALSE,FALSE,non-alternating,1,1,Mary said a man something,Mary said something to a man,something,5,shortIndefinite,2525,15
FALSE,TRUE,non-alternating,2,2,Michael provided the team from work the report,Michael provided the report to the team from work,def,1,longDefinite,2526,66
FALSE,TRUE,non-alternating,2,2,Maria provided a team from work the report,Maria provided the report to a team from work,def,1,longIndefinite,2527,16
FALSE,TRUE,non-alternating,2,2,Alice provided them the report,Alice provided the report to them,def,1,pronoun,2528,67
FALSE,TRUE,non-alternating,2,2,Linda provided the team the report,Linda provided the report to the team,def,1,shortDefinite,2529,17
FALSE,TRUE,non-alternating,2,2,Linda provided a team the report,Linda provided the report to a team,def,1,shortIndefinite,2530,68
FALSE,TRUE,non-alternating,2,2,Mary provided the team from work the food,Mary provided the food to the team from work,def,2,longDefinite,2531,19
FALSE,TRUE,non-alternating,2,2,Juan provided a team from work the food,Juan provided the food to a team from work,def,2,longIndefinite,2532,69
FALSE,TRUE,non-alternating,2,2,Bob provided them the food,Bob provided the food to them,def,2,pronoun,2533,20
FALSE,TRUE,non-alternating,2,2,Maria provided the team the food,Maria provided the food to the team,def,2,shortDefinite,2534,71
FALSE,TRUE,non-alternating,2,2,Mary provided a team the food,Mary provided the food to a team,def,2,shortIndefinite,2535,21
FALSE,TRUE,non-alternating,2,2,Michael provided the team from work some information,Michael provided some information to the team from work,indef,3,longDefinite,2536,72
FALSE,TRUE,non-alternating,2,2,Bob provided a team from work some information,Bob provided some information to a team from work,indef,3,longIndefinite,2537,22
FALSE,TRUE,non-alternating,2,2,Alice provided them some information,Alice provided some information to them,indef,3,pronoun,2538,73
FALSE,TRUE,non-alternating,2,2,Juan provided the team some information,Juan provided some information to the team,indef,3,shortDefinite,2539,24
FALSE,TRUE,non-alternating,2,2,John provided a team some information,John provided some information to a team,indef,3,shortIndefinite,2540,74
FALSE,TRUE,non-alternating,2,2,Linda provided the team from work some blankets,Linda provided some blankets to the team from work,indef,4,longDefinite,2541,25
FALSE,TRUE,non-alternating,2,2,Maria provided a team from work some blankets,Maria provided some blankets to a team from work,indef,4,longIndefinite,2542,76
FALSE,TRUE,non-alternating,2,2,Juan provided them some blankets,Juan provided some blankets to them,indef,4,pronoun,2543,26
FALSE,TRUE,non-alternating,2,2,Maria provided the team some blankets,Maria provided some blankets to the team,indef,4,shortDefinite,2544,77
FALSE,TRUE,non-alternating,2,2,Maria provided a team some blankets,Maria provided some blankets to a team,indef,4,shortIndefinite,2545,27
FALSE,TRUE,non-alternating,2,2,Maria provided the team from work something,Maria provided something to the team from work,something,5,longDefinite,2546,78
FALSE,TRUE,non-alternating,2,2,Juan provided a team from work something,Juan provided something to a team from work,something,5,longIndefinite,2547,29
FALSE,TRUE,non-alternating,2,2,Alice provided them something,Alice provided something to them,something,5,pronoun,2548,79
FALSE,TRUE,non-alternating,2,2,Bob provided the team something,Bob provided something to the team,something,5,shortDefinite,2549,30
FALSE,TRUE,non-alternating,2,2,Mary provided a team something,Mary provided something to a team,something,5,shortIndefinite,2550,81
FALSE,FALSE,non-alternating,3,3,Bob reported the woman from work the news,Bob reported the news to the woman from work,def,1,longDefinite,2551,31
FALSE,FALSE,non-alternating,3,3,John reported a man wearing a hat the news,John reported the news to a man wearing a hat,def,1,longIndefinite,2552,82
FALSE,FALSE,non-alternating,3,3,Linda reported him the news,Linda reported the news to him,def,1,pronoun,2553,32
FALSE,FALSE,non-alternating,3,3,Bob reported the woman the news,Bob reported the news to the woman,def,1,shortDefinite,2554,83
FALSE,FALSE,non-alternating,3,3,Alice reported a woman the news,Alice reported the news to a woman,def,1,shortIndefinite,2555,34
