takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,LSTM_ratio_new
TRUE,FALSE,non-alternating,22,22,Mary demonstrated him her goodwill,Mary demonstrated her goodwill to him,def,2,pronoun,3033,30,-29.305335390381515,-24.36953636398539,-4.9357990263961256,9.0,1.5937347412109375,-6.765201807022095,-2.9474620819091797,-0.8847004175186157,-1.8434876203536987,-3.047154724597931
TRUE,FALSE,non-alternating,22,22,Alice demonstrated the man her goodwill,Alice demonstrated her goodwill to the man,def,2,shortDefinite,3034,81,-34.772793360985816,-28.500045900931582,-6.272747460054234,18.833333333333332,2.3757381439208984,-4.1235997676849365,-3.2926396131515503,2.3710780143737793,-7.938776016235352,-5.841142892837524
TRUE,FALSE,non-alternating,22,22,Linda demonstrated a woman her goodwill,Linda demonstrated her goodwill to a woman,def,2,shortIndefinite,3035,31,-62.13958347449079,-38.602528306655586,-23.537055167835206,25.11111111111111,1.774221420288086,-1.9175307750701904,-2.3781211376190186,-1.9471242427825928,-7.2769012451171875,-7.348264932632446
FALSE,FALSE,non-alternating,22,22,Michael demonstrated the man who was wearing the hat a tool,Michael demonstrated a tool to the man who was wearing the hat,indef,3,longDefinite,3036,82,-34.084124656626955,-35.1373181611998,1.053193504572846,14.555555555555555,-1.2003860473632812,4.716757893562317,-2.5541518926620483,-8.322069764137268,-2.84603214263916,-2.261571526527405
FALSE,FALSE,non-alternating,22,22,Maria demonstrated a man from work a tool,Maria demonstrated a tool to a man from work,indef,3,longIndefinite,3037,32,-59.490474006161094,-58.165534080937505,-1.324939925223589,17.4,0.3969612121582031,1.2640039920806885,1.1584426164627075,-3.969177007675171,-0.3121020793914795,1.7392234802246094
FALSE,FALSE,non-alternating,22,22,Michael demonstrated her a tool,Michael demonstrated a tool to her,indef,3,pronoun,3038,83,-25.68260331102647,-36.02344695245847,10.340843641432002,11.142857142857142,0.6288433074951172,-2.701202630996704,1.152247667312622,7.561998605728149,0.743105411529541,3.084030032157898
FALSE,FALSE,non-alternating,22,22,Mary demonstrated the woman a tool,Mary demonstrated a tool to the woman,indef,3,shortDefinite,3039,34,-27.388108542887494,-33.755158921238035,6.367050378350541,14.307692307692308,0.12491607666015625,1.7900904417037964,2.4187328815460205,4.580699682235718,1.9996044635772705,-0.4819890260696411
FALSE,FALSE,non-alternating,22,22,Juan demonstrated a man a tool,Juan demonstrated a tool to a man,indef,3,shortIndefinite,3040,84,-42.03989060409367,-36.90043930755928,-5.139451296534389,17.555555555555557,1.139617919921875,3.0055325031280518,1.5217796564102173,6.632413178682327,1.879932165145874,1.1918764114379883
FALSE,FALSE,non-alternating,22,22,Linda demonstrated the woman who was from work a move,Linda demonstrated a move to the woman who was from work,indef,4,longDefinite,3041,35,-61.143247773405164,-54.84794665221125,-6.295301121193916,29.666666666666668,-2.5381698608398438,-1.1305738687515259,-2.197766900062561,-10.45059609413147,0.7280503511428833,-2.503321349620819
FALSE,FALSE,non-alternating,22,22,Juan demonstrated a man wearing a hat a move,Juan demonstrated a move to a man wearing a hat,indef,4,longIndefinite,3042,86,-39.24326693452895,-41.70929763093591,2.4660306964069605,6.0,-2.7228736877441406,-4.226846158504486,-4.1493039727211,1.2106068134307861,-3.0932368636131287,-6.076493203639984
FALSE,FALSE,non-alternating,22,22,Maria demonstrated him a move,Maria demonstrated a move to him,indef,4,pronoun,3043,36,-32.68444608710706,-39.1605883189477,6.47614223184064,15.833333333333334,-0.3583202362060547,-1.933645248413086,0.657341718673706,2.5211904048919678,4.243546485900879,-0.1831154227256775
FALSE,FALSE,non-alternating,22,22,John demonstrated the man a move,John demonstrated a move to the man,indef,4,shortDefinite,3044,87,-28.71385258389637,-37.465235638897866,8.751383055001497,11.833333333333334,-0.8258953094482422,-8.151104807853699,-1.1273748874664307,-3.4652159214019775,0.5861468315124512,-1.691219449043274
FALSE,FALSE,non-alternating,22,22,Linda demonstrated a man a move,Linda demonstrated a move to a man,indef,4,shortIndefinite,3045,37,-43.717344268690795,-43.09352873219177,-0.6238155364990234,12.363636363636363,-1.0914154052734375,-6.2712976932525635,-1.833255648612976,3.253301978111267,-1.7336342334747314,-1.7660885453224182
FALSE,FALSE,non-alternating,22,22,Maria demonstrated the man who was from work something,Maria demonstrated something to the man who was from work,something,5,longDefinite,3046,88,-57.81515906751156,-46.94020434631966,-10.874954721191898,20.4,1.8570480346679688,-4.589642405509949,-5.286434531211853,5.507016539573669,-3.4778095483779907,-2.9732587337493896
FALSE,FALSE,non-alternating,22,22,Michael demonstrated a man who was from work something,Michael demonstrated something to a man who was from work,something,5,longIndefinite,3047,39,-55.76239695120603,-49.00150236999616,-6.760894581209868,20.555555555555557,1.8162498474121094,-1.7984665632247925,-1.316281795501709,-0.39923036098480225,-3.0520354509353638,-0.6148297786712646
FALSE,FALSE,non-alternating,22,22,Mary demonstrated him something,Mary demonstrated something to him,something,5,pronoun,3048,89,-25.01503324205987,-27.32313488656655,2.308101644506678,21.3,2.6164684295654297,-4.055868983268738,0.9879233837127686,-1.0497283935546875,0.4994699954986572,-3.6836544275283813
FALSE,FALSE,non-alternating,22,22,Michael demonstrated the man something,Michael demonstrated something to the man,something,5,shortDefinite,3049,40,-27.30020975926891,-27.323949524899945,0.02373976563103497,11.6,1.9099502563476562,-3.1167800426483154,-2.0285966396331787,0.7467703819274902,-2.682262659072876,-3.522569417953491
FALSE,FALSE,non-alternating,22,22,Bob demonstrated a woman something,Bob demonstrated something to a woman,something,5,shortIndefinite,3050,91,-49.344271588139236,-35.317643384449184,-14.026628203690052,3.3,2.058717727661133,-0.49800848960876465,-1.4347705841064453,4.153950929641724,-3.1197729110717773,-3.898442506790161
FALSE,FALSE,non-alternating,23,23,Bob recommended the man who was wearing the hat the book,Bob recommended the book to the man who was wearing the hat,def,1,longDefinite,3051,41,-36.64925068314187,-27.89811673294753,-8.751133950194344,14.692307692307692,-2.44281005859375,-5.586124539375305,-5.816199958324432,-5.213955879211426,-3.7863078117370605,-6.808134019374847
FALSE,FALSE,non-alternating,23,23,Mary recommended a woman who was wearing a hat the book,Mary recommended the book to a woman who was wearing a hat,def,1,longIndefinite,3052,92,-41.15358633501455,-26.559234489686787,-14.594351845327765,23.785714285714285,-2.7990989685058594,-9.74129319190979,-7.127590239048004,-9.91766095161438,-7.9735612869262695,-9.829359769821167
FALSE,FALSE,non-alternating,23,23,Juan recommended her the book,Juan recommended the book to her,def,1,pronoun,3053,42,-34.65504727419466,-29.22725694347173,-5.427790330722928,29.333333333333332,-1.4878578186035156,-4.475527882575989,-1.4149954319000244,-3.047224760055542,-0.9425207376480103,-3.431734085083008
FALSE,FALSE,non-alternating,23,23,Bob recommended the man the book,Bob recommended the book to the man,def,1,shortDefinite,3054,93,-36.83691131975502,-32.68581918347627,-4.1510921362787485,10.8,-0.35482215881347656,-0.8250486850738525,-0.6189837455749512,-0.4482739567756653,-2.3793551921844482,-1.7537239789962769
FALSE,FALSE,non-alternating,23,23,John recommended a man the book,John recommended the book to a man,def,1,shortIndefinite,3055,44,-40.42712996713817,-27.02729314379394,-13.39983682334423,21.714285714285715,-0.9399223327636719,-9.85161805152893,-4.076918005943298,-8.433948755264282,-2.772176504135132,-7.799126386642456
FALSE,FALSE,non-alternating,23,23,Juan recommended the man from work the movie,Juan recommended the movie to the man from work,def,2,longDefinite,3056,94,-54.13973589614034,-37.13589938310906,-17.003836513031274,16.625,1.0857925415039062,-0.24409663677215576,-3.0567110776901245,0.9991395473480225,-3.565904974937439,0.6881231069564819
FALSE,FALSE,non-alternating,23,23,Maria recommended a woman who was wearing a hat the movie,Maria recommended the movie to a woman who was wearing a hat,def,2,longIndefinite,3057,45,-46.82918699644506,-31.348562919534743,-15.480624076910317,8.307692307692308,-0.70941162109375,-11.063825726509094,-5.480412542819977,-5.867692947387695,-4.966219127178192,-10.223272264003754
FALSE,FALSE,non-alternating,23,23,Bob recommended her the movie,Bob recommended the movie to her,def,2,pronoun,3058,95,-31.66977414302528,-25.00276670139283,-6.66700744163245,11.285714285714286,0.99114990234375,-3.6660802364349365,-1.4748955965042114,-0.0026404857635498047,-3.1860337257385254,-3.1413731575012207
FALSE,FALSE,non-alternating,23,23,Mary recommended the man the movie,Mary recommended the movie to the man,def,2,shortDefinite,3059,46,-37.793314394541085,-33.44970852136612,-4.343605873174965,12.75,1.240732192993164,-1.5157010555267334,-1.7962987422943115,-0.7478335499763489,-3.199204444885254,-2.2717984914779663
FALSE,FALSE,non-alternating,23,23,Bob recommended a man the movie,Bob recommended the movie to a man,def,2,shortIndefinite,3060,97,-41.844965427182615,-30.42092606332153,-11.424039363861084,16.666666666666668,1.1497688293457031,-5.592211723327637,-4.385231614112854,0.3249077796936035,-1.5386443138122559,-6.360281825065613
FALSE,FALSE,non-alternating,23,23,John recommended the woman from work a show,John recommended a show to the woman from work,indef,3,longDefinite,3061,47,-53.40326222311705,-44.75103101087734,-8.652231212239712,15.555555555555555,-0.44596099853515625,-3.60666561126709,-3.533066749572754,6.673288822174072,-4.516589879989624,0.11502015590667725
FALSE,FALSE,non-alternating,23,23,Alice recommended a woman who was from work a show,Alice recommended a show to a woman who was from work,indef,3,longIndefinite,3062,98,-62.61239724420011,-47.225275782868266,-15.387121461331844,27.77777777777778,-0.6039276123046875,-4.405401945114136,-3.01236355304718,-0.1839756965637207,-2.4532623291015625,-1.0392462015151978
FALSE,FALSE,non-alternating,23,23,Mary recommended him a show,Mary recommended a show to him,indef,3,pronoun,3063,49,-36.91137603018433,-36.62247113138437,-0.28890489879995584,29.0,2.2742080688476562,-1.9667844772338867,-0.6417069435119629,11.55838918685913,-0.16093182563781738,-0.6971226930618286
FALSE,FALSE,non-alternating,23,23,Alice recommended the man a show,Alice recommended a show to the man,indef,3,shortDefinite,3064,99,-40.62939882464707,-38.66779212793335,-1.9616066967137158,22.545454545454547,0.6737728118896484,-3.567180871963501,-1.1404013633728027,7.927419185638428,-0.2139894962310791,-0.35057663917541504
FALSE,FALSE,non-alternating,23,23,Michael recommended a woman a show,Michael recommended a show to a woman,indef,3,shortIndefinite,3065,50,-41.063282039016485,-36.272752101533115,-4.79052993748337,19.5,0.24805068969726562,-6.1042704582214355,-1.983058214187622,3.099622756242752,-2.345435619354248,-4.099395751953125
FALSE,FALSE,non-alternating,23,23,Juan recommended the man wearing the hat a band,Juan recommended a band to the man wearing the hat,indef,4,longDefinite,3066,0,-54.377866555936635,-43.84305558889173,-10.534810967044905,7.333333333333333,0.47509765625,1.0129075050354004,-6.905621647834778,-8.990989744663239,-3.081073820590973,-1.5328505039215088
FALSE,FALSE,non-alternating,23,23,Bob recommended a woman wearing a hat a band,Bob recommended a band to a woman wearing a hat,indef,4,longIndefinite,3067,51,-58.50444713141769,-38.16710802260786,-20.33733910880983,17.181818181818183,0.17203140258789062,-0.8997400999069214,-3.9386687874794006,0.21693462133407593,-1.1432752013206482,-0.3078082799911499
FALSE,FALSE,non-alternating,23,23,Michael recommended her a band,Michael recommended a band to her,indef,4,pronoun,3068,2,-26.794657615479082,-24.79781881533563,-1.9968388001434505,27.727272727272727,1.2356643676757812,-2.809166431427002,0.43958449363708496,8.826556205749512,2.4070229530334473,0.48026490211486816
FALSE,FALSE,non-alternating,23,23,Linda recommended the woman a band,Linda recommended a band to the woman,indef,4,shortDefinite,3069,52,-42.4790914892219,-36.532708511687815,-5.9463829775340855,7.615384615384615,0.9688320159912109,1.080498456954956,-1.987361192703247,8.705807447433472,-1.7033157348632812,0.6757392883300781
FALSE,FALSE,non-alternating,23,23,Maria recommended a woman a band,Maria recommended a band to a woman,indef,4,shortIndefinite,3070,3,-45.776809808798134,-39.176709664054215,-6.600100144743919,22.0,0.9090156555175781,-2.2333860397338867,-0.6878414154052734,-1.5288563966751099,-0.3089101314544678,0.6730151176452637
FALSE,FALSE,non-alternating,23,23,Alice recommended the woman wearing the hat something,Alice recommended something to the woman wearing the hat,something,5,longDefinite,3071,54,-48.48675556760281,-42.35504886053968,-6.131706707063131,13.875,1.4493370056152344,-3.078979253768921,-6.7158966064453125,-8.71160078048706,-3.3258073329925537,-5.005550503730774
FALSE,FALSE,non-alternating,23,23,Alice recommended a man who was from work something,Alice recommended something to a man who was from work,something,5,longIndefinite,3072,4,-49.82698434358463,-49.26502536283806,-0.5619589807465672,21.333333333333332,1.4754257202148438,1.2848354578018188,-5.30864155292511,-5.783803939819336,-0.6437276601791382,-1.0506919622421265
FALSE,FALSE,non-alternating,23,23,Juan recommended her something,Juan recommended something to her,something,5,pronoun,3073,55,-37.29927463782951,-33.34874073276296,-3.95053390506655,24.0,1.6710834503173828,-2.6220622062683105,-3.3342232704162598,0.3375530242919922,-1.5238151550292969,-3.309203863143921
FALSE,FALSE,non-alternating,23,23,Maria recommended the woman something,Maria recommended something to the woman,something,5,shortDefinite,3074,5,-36.75298471422866,-34.403002810198814,-2.349981904029846,18.0,1.4493389129638672,0.6874096393585205,-4.898590803146362,-2.970198392868042,-1.5377209186553955,-3.081148147583008
FALSE,FALSE,non-alternating,23,23,Bob recommended a woman something,Bob recommended something to a woman,something,5,shortIndefinite,3075,56,-47.95402105897665,-37.77450110251084,-10.17951995646581,17.307692307692307,1.7178916931152344,-0.26651573181152344,-4.103827953338623,-1.4597785472869873,-0.9885296821594238,-3.5108433961868286
FALSE,FALSE,non-alternating,24,24,Bob lifted the woman who was from work the rope,Bob lifted the rope to the woman who was from work,def,1,longDefinite,3076,7,-53.314374229172245,-43.92512155708391,-9.389252672088332,36.7,0.13531112670898438,-2.30315363407135,-5.093587100505829,2.0211671590805054,-5.466100215911865,-4.288455307483673
FALSE,FALSE,non-alternating,24,24,Bob lifted a woman wearing a hat the rope,Bob lifted the rope to a woman wearing a hat,def,1,longIndefinite,3077,57,-51.56459900981281,-32.933924460201524,-18.630674549611285,9.666666666666666,0.03397369384765625,-7.764707505702972,-7.100573569536209,3.856738805770874,-6.189842790365219,-9.200357019901276
FALSE,FALSE,non-alternating,24,24,Mary lifted him the rope,Mary lifted the rope to him,def,1,pronoun,3078,8,-28.749756263568997,-23.18387640255969,-5.565879861009307,17.363636363636363,1.3780899047851562,-4.834622621536255,-0.8570675849914551,-3.083330512046814,-0.9366016387939453,-4.076139688491821
FALSE,FALSE,non-alternating,24,24,John lifted the woman the rope,John lifted the rope to the woman,def,1,shortDefinite,3079,58,-30.05735074460972,-28.836091961944476,-1.2212587826652452,25.9,0.5663394927978516,-6.022616744041443,-1.7247861623764038,6.168544173240662,-1.6947038173675537,-4.020182967185974
FALSE,FALSE,non-alternating,24,24,Juan lifted a man the rope,Juan lifted the rope to a man,def,1,shortIndefinite,3080,9,-42.367773042293265,-40.20315898372792,-2.1646140585653484,24.90909090909091,-0.0448150634765625,-5.452164530754089,-2.274572014808655,-2.030156373977661,-4.299887299537659,-3.5181304216384888
FALSE,FALSE,non-alternating,24,24,Bob lifted the woman wearing the hat the bucket,Bob lifted the bucket to the woman wearing the hat,def,2,longDefinite,3081,60,-47.33715730777476,-33.75184559886111,-13.58531170891365,36.583333333333336,-0.5406227111816406,-6.4910348653793335,-5.115644752979279,8.22805404663086,-7.3509743213653564,-7.171805322170258
FALSE,FALSE,non-alternating,24,24,Bob lifted a woman from work the bucket,Bob lifted the bucket to a woman from work,def,2,longIndefinite,3082,10,-63.1930683972314,-49.628206309396774,-13.564862087834626,16.0,0.7786293029785156,-2.3306326866149902,-1.0642554759979248,6.762842416763306,-5.240739107131958,-2.2096686363220215
FALSE,FALSE,non-alternating,24,24,Alice lifted him the bucket,Alice lifted the bucket to him,def,2,pronoun,3083,61,-31.56208388565574,-23.88797648914624,-7.674107396509498,33.3,1.6865882873535156,-2.2252423763275146,-0.48801422119140625,1.2317296266555786,-2.1274973154067993,-3.9826717376708984
FALSE,FALSE,non-alternating,24,24,Juan lifted the man the bucket,Juan lifted the bucket to the man,def,2,shortDefinite,3084,12,-29.90124830265995,-30.022227674897294,0.12097937223734334,17.857142857142858,0.9488296508789062,-3.853110194206238,-1.3817729949951172,4.4897119998931885,-2.27265202999115,-1.009486734867096
FALSE,FALSE,non-alternating,24,24,Bob lifted a man the bucket,Bob lifted the bucket to a man,def,2,shortIndefinite,3085,62,-42.33031704509631,-43.88578417815734,1.555467133061029,16.0,0.08027458190917969,-6.567434191703796,-1.437546968460083,4.23491096496582,-3.9869766235351562,-3.385938882827759
FALSE,FALSE,non-alternating,24,24,Alice lifted the woman from work a tool,Alice lifted a tool to the woman from work,indef,3,longDefinite,3086,13,-55.72273994679563,-60.99682326358743,5.274083316791803,11.0,-0.0591583251953125,4.734487771987915,-3.2540602684020996,-0.8498477935791016,-0.9724233150482178,3.7738144397735596
FALSE,FALSE,non-alternating,24,24,Linda lifted a man from work a tool,Linda lifted a tool to a man from work,indef,3,longIndefinite,3087,63,-61.5177573437104,-61.727924009843264,0.2101666661328636,11.777777777777779,0.3969612121582031,1.6905286312103271,-2.6796493530273438,0.14174485206604004,-0.44211745262145996,2.1251529455184937
FALSE,FALSE,non-alternating,24,24,Maria lifted him a tool,Maria lifted a tool to him,indef,3,pronoun,3088,14,-39.84221083507873,-47.95093178318348,8.108720948104747,33.1,1.6506500244140625,0.005053043365478516,0.2447807788848877,-0.4156055450439453,1.007164716720581,0.7016211748123169
FALSE,FALSE,non-alternating,24,24,John lifted the woman a tool,John lifted a tool to the woman,indef,3,shortDefinite,3089,65,-32.89320477179717,-40.05458630461362,7.161381532816449,26.272727272727273,0.6750068664550781,-1.781907558441162,-2.4697155952453613,8.489036321640015,-1.2393299341201782,-2.174238443374634
FALSE,FALSE,non-alternating,24,24,Bob lifted a man a tool,Bob lifted a tool to a man,indef,3,shortIndefinite,3090,15,-52.36308654258028,-53.74697940214537,1.3838928595650941,9.727272727272727,1.1396217346191406,-1.8884527683258057,-1.925278663635254,14.338669925928116,-0.9369521141052246,0.1491529941558838
FALSE,FALSE,non-alternating,24,24,Maria lifted the woman who was wearing the hat an instrument,Maria lifted an instrument to the woman who was wearing the hat,indef,4,longDefinite,3091,66,-46.3105185123859,-46.29799405002268,-0.012524462363217026,13.636363636363637,1.131622314453125,-4.470170497894287,-4.054756999015808,-0.6066868305206299,-2.717845320701599,-7.28195858001709
FALSE,FALSE,non-alternating,24,24,Mary lifted a woman from work an instrument,Mary lifted an instrument to a woman from work,indef,4,longIndefinite,3092,17,-64.2848149961792,-60.616708943853155,-3.6681060523260385,23.333333333333332,2.56048583984375,-1.3884150981903076,-1.984347939491272,-0.9718868732452393,-0.572113037109375,0.8652337789535522
FALSE,FALSE,non-alternating,24,24,Linda lifted him an instrument,Linda lifted an instrument to him,indef,4,pronoun,3093,67,-45.58943700243253,-38.14704212284414,-7.442394879588392,43.333333333333336,4.126007080078125,0.2149064540863037,-1.3744919300079346,10.09640622138977,1.7533280849456787,-1.2514888048171997
FALSE,FALSE,non-alternating,24,24,Mary lifted the woman an instrument,Mary lifted an instrument to the woman,indef,4,shortDefinite,3094,18,-36.766845708247274,-41.12195513700135,4.355109428754076,13.0,1.8294525146484375,-4.693689823150635,-1.8605186939239502,6.707992076873779,1.0758826732635498,-3.6013171672821045
FALSE,FALSE,non-alternating,24,24,Mary lifted a man an instrument,Mary lifted an instrument to a man,indef,4,shortIndefinite,3095,68,-52.97398689901456,-48.722919879481196,-4.251067019533366,7.777777777777778,1.4352531433105469,-4.945900917053223,-2.148733377456665,5.23899245262146,1.3390777111053467,-2.5212388038635254
FALSE,FALSE,non-alternating,24,24,John lifted the man who was from work something,John lifted something to the man who was from work,something,5,longDefinite,3096,19,-48.87639663461596,-46.67050167755224,-2.2058949570637196,31.77777777777778,2.0162353515625,2.0615570545196533,-1.562706708908081,5.395309090614319,-1.1434849500656128,-0.4477207660675049
FALSE,FALSE,non-alternating,24,24,Bob lifted a woman wearing a hat something,Bob lifted something to a woman wearing a hat,something,5,longIndefinite,3097,70,-49.517563838278875,-40.668707784847356,-8.848856053431518,9.555555555555555,2.8408031463623047,-2.900668740272522,-0.8643110394477844,-2.9397759437561035,-1.6269951164722443,-5.4235451221466064
FALSE,FALSE,non-alternating,24,24,Alice lifted him something,Alice lifted something to him,something,5,pronoun,3098,20,-39.47575698699802,-29.978205825434998,-9.497551161563024,48.5,3.5033702850341797,-4.162425518035889,-1.3848750591278076,-1.0874354839324951,-0.9020018577575684,-3.155719757080078
FALSE,FALSE,non-alternating,24,24,Maria lifted the woman something,Maria lifted something to the woman,something,5,shortDefinite,3099,71,-41.818411129759625,-37.641042723029386,-4.177368406730238,20.09090909090909,1.8361129760742188,-1.2309435606002808,0.6324789524078369,-3.2906112670898438,-1.2248839139938354,-2.202690601348877
FALSE,FALSE,non-alternating,24,24,Juan lifted a woman something,Juan lifted something to a woman,something,5,shortIndefinite,3100,22,-51.41663712798618,-45.32099185907282,-6.0956452689133584,22.363636363636363,2.8408031463623047,-0.27222108840942383,2.115541458129883,1.247809886932373,-1.7143290042877197,-2.2801222801208496
FALSE,FALSE,non-alternating,25,25,Maria repeated the woman from work the answer,Maria repeated the answer to the woman from work,def,1,longDefinite,3101,72,-50.26989667210728,-43.6670559453778,-6.602840726729482,17.636363636363637,-1.4020500183105469,-7.839171767234802,-7.062317490577698,6.077841639518738,-6.356843709945679,-5.458896160125732
FALSE,FALSE,non-alternating,25,25,Mary repeated a man who was wearing a hat the answer,Mary repeated the answer to a man who was wearing a hat,def,1,longIndefinite,3102,23,-40.132741483161226,-27.653592742513865,-12.47914874064736,21.857142857142858,-3.2431678771972656,-7.843945503234863,-11.303628891706467,0.595084547996521,-8.726983964443207,-10.460887670516968
FALSE,FALSE,non-alternating,25,25,Michael repeated her the answer,Michael repeated the answer to her,def,1,pronoun,3103,73,-37.54377938376274,-27.02371547574876,-10.52006390801398,15.363636363636363,-1.0510997772216797,-1.7035422325134277,-5.396784543991089,-5.999593257904053,-5.615291357040405,-4.56638777256012
FALSE,FALSE,non-alternating,25,25,Juan repeated the man the answer,Juan repeated the answer to the man,def,1,shortDefinite,3104,24,-37.06510474951938,-33.58254506898811,-3.482559680531267,19.7,-0.3566913604736328,-6.407606482505798,-7.894904375076294,0.7058741450309753,-5.867810845375061,-2.596940755844116
FALSE,FALSE,non-alternating,25,25,Juan repeated a man the answer,Juan repeated the answer to a man,def,1,shortIndefinite,3105,75,-46.14638254605234,-44.344616952119395,-1.8017655939329416,11.083333333333334,-1.127838134765625,-6.773686408996582,-10.187869310379028,-8.674242734909058,-6.580288648605347,-3.0573090314865112
FALSE,FALSE,non-alternating,25,25,Bob repeated the woman wearing the hat the question,Bob repeated the question to the woman wearing the hat,def,2,longDefinite,3106,25,-36.66798648412805,-26.57767306821188,-10.090313415916171,4.363636363636363,-3.2672119140625,-13.312077641487122,-14.286661922931671,2.361445665359497,-13.262860894203186,-10.776742458343506
FALSE,FALSE,non-alternating,25,25,Alice repeated a woman wearing a hat the question,Alice repeated the question to a woman wearing a hat,def,2,longIndefinite,3107,76,-38.97229426749982,-22.244698048220016,-16.727596219279803,1.8,-2.5438766479492188,-10.9288831949234,-17.144919097423553,2.2264862060546875,-17.456691473722458,-12.200175642967224
FALSE,FALSE,non-alternating,25,25,Juan repeated her the question,Juan repeated the question to her,def,2,pronoun,3108,26,-30.519166689016856,-20.19340774201555,-10.325758947001304,26.555555555555557,-1.4883861541748047,-2.758390426635742,-7.383209586143494,-2.9592350721359253,-6.054529428482056,-3.1222201585769653
FALSE,FALSE,non-alternating,25,25,Bob repeated the man the question,Bob repeated the question to the man,def,2,shortDefinite,3109,77,-28.478873068408575,-16.957970683055464,-11.52090238535311,14.0,-1.777761459350586,-4.671961545944214,-8.686126232147217,2.099489688873291,-8.69904625415802,-2.9890278577804565
FALSE,FALSE,non-alternating,25,25,Alice repeated a woman the question,Alice repeated the question to a woman,def,2,shortIndefinite,3110,28,-42.29115559626371,-28.932719461154193,-13.358436135109514,3.7777777777777777,-1.8312492370605469,-9.207017540931702,-10.312265992164612,-5.008338928222656,-12.445365190505981,-5.854103684425354
FALSE,FALSE,non-alternating,25,25,Bob repeated the man wearing the hat some words,Bob repeated some words to the man wearing the hat,indef,3,longDefinite,3111,78,-47.54408937890548,-35.54863522821688,-11.995454150688602,2.8,0.2615318298339844,-4.3652530908584595,-8.421529114246368,-1.4596285820007324,-8.29997992515564,-4.115607500076294
FALSE,FALSE,non-alternating,25,25,Michael repeated a man wearing a hat some words,Michael repeated some words to a man wearing a hat,indef,3,longIndefinite,3112,29,-51.686957037309185,-31.16053548816126,-20.526421549147926,16.2,-1.2423667907714844,-5.97796106338501,-11.98160907626152,-1.772014856338501,-13.352266073226929,-3.5627759099006653
FALSE,FALSE,non-alternating,25,25,Bob repeated her some words,Bob repeated some words to her,indef,3,pronoun,3113,80,-38.67937341891229,-28.037291196291335,-10.642082222620957,13.2,2.4626693725585938,-5.128498554229736,-1.257493257522583,2.1451315879821777,-2.9489972591400146,-1.9435011148452759
FALSE,FALSE,non-alternating,25,25,Bob repeated the woman some words,Bob repeated some words to the woman,indef,3,shortDefinite,3114,30,-41.20370435947552,-29.146237965789624,-12.0574663936859,9.666666666666666,0.17313575744628906,-7.73498797416687,-3.3313491344451904,-4.531714677810669,-6.298190593719482,-5.014906287193298
FALSE,FALSE,non-alternating,25,25,Alice repeated a woman some words,Alice repeated some words to a woman,indef,3,shortIndefinite,3115,81,-49.97259165276773,-38.262953157536685,-11.709638495231047,3.3333333333333335,-0.23198890686035156,-5.702353000640869,-4.325375556945801,-6.124872922897339,-5.787423849105835,-3.733738422393799
FALSE,FALSE,non-alternating,25,25,Bob repeated the man from work a message,Bob repeated a message to the man from work,indef,4,longDefinite,3116,31,-48.87013986404054,-36.37307313096244,-12.4970667330781,11.555555555555555,-0.050731658935546875,-8.59770679473877,-7.201420545578003,-0.8801679611206055,-6.938839435577393,-5.72305166721344
FALSE,FALSE,non-alternating,25,25,Michael repeated a man wearing a hat a message,Michael repeated a message to a man wearing a hat,indef,4,longIndefinite,3117,82,-45.189681624178775,-31.077501062245574,-14.1121805619332,11.333333333333334,-1.4925270080566406,-6.862081408500671,-10.493832379579544,2.7932727336883545,-12.556554943323135,-7.819066107273102
FALSE,FALSE,non-alternating,25,25,Bob repeated her a message,Bob repeated a message to her,indef,4,pronoun,3118,33,-42.812383284792304,-32.723597447620705,-10.0887858371716,16.444444444444443,0.5176200866699219,-2.605372428894043,-5.9918012619018555,2.5866100788116455,-3.6873122453689575,-3.9484570026397705
FALSE,FALSE,non-alternating,25,25,Bob repeated the woman a message,Bob repeated a message to the woman,indef,4,shortDefinite,3119,83,-40.39426546054892,-33.9631105158478,-6.43115494470112,17.0,-0.20697593688964844,-8.889931321144104,-6.4215123653411865,-0.763667106628418,-5.987825155258179,-8.993786573410034
FALSE,FALSE,non-alternating,25,25,Maria repeated a woman a message,Maria repeated a message to a woman,indef,4,shortIndefinite,3120,34,-51.40986789786257,-38.12051018583588,-13.289357712026685,16.076923076923077,-0.6424541473388672,-8.470932483673096,-7.00813090801239,3.4203110337257385,-5.509826421737671,-5.888363838195801
FALSE,FALSE,non-alternating,25,25,Maria repeated the woman who was from work something,Maria repeated something to the woman who was from work,something,5,longDefinite,3121,85,-49.00920539395884,-40.74329383636359,-8.265911557595246,6.555555555555555,1.3531417846679688,-3.684669256210327,-8.755066871643066,9.032979965209961,-10.604992628097534,-3.0558788776397705
FALSE,FALSE,non-alternating,25,25,Alice repeated a woman wearing a hat something,Alice repeated something to a woman wearing a hat,something,5,longIndefinite,3122,35,-53.469645532080904,-30.53104207094293,-22.938603461137973,18.5,0.9423751831054688,-1.38008451461792,-7.919722944498062,8.297318458557129,-9.882865279912949,-4.543661892414093
