takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,alternating,178,78,Mary rowed the woman who was wearing the hat something,Mary rowed something to the woman who was wearing the hat,something,5,longDefinite,1946,6,-47.48540288582444,-46.56521560891997,-0.9201872769044712
FALSE,FALSE,alternating,178,78,Linda rowed a woman who was wearing a hat something,Linda rowed something to a woman who was wearing a hat,something,5,longIndefinite,1947,57,-53.94474305026233,-46.90781115426216,-7.036931896000169
FALSE,FALSE,alternating,178,78,Alice rowed him something,Alice rowed something to him,something,5,pronoun,1948,7,-38.68494066596031,-36.07023898768239,-2.6147016782779247
FALSE,FALSE,alternating,178,78,Juan rowed the woman something,Juan rowed something to the woman,something,5,shortDefinite,1949,58,-42.11346738412976,-42.37721600953955,0.2637486254097894
FALSE,FALSE,alternating,178,78,Michael rowed a man something,Michael rowed something to a man,something,5,shortIndefinite,1950,9,-52.38666672538966,-48.39413125626743,-3.992535469122231
FALSE,FALSE,alternating,179,79,Maria heaved the man who was from work the basket,Maria heaved the basket to the man who was from work,def,1,longDefinite,1951,59,-61.04883532971144,-45.040290175704286,-16.00854515400715
FALSE,FALSE,alternating,179,79,John heaved a woman who was wearing a hat the basket,John heaved the basket to a woman who was wearing a hat,def,1,longIndefinite,1952,10,-53.42426156066358,-30.11949578061467,-23.30476578004891
FALSE,FALSE,alternating,179,79,John heaved her the basket,John heaved the basket to her,def,1,pronoun,1953,60,-30.99623229500139,-25.219283192127477,-5.776949102873914
FALSE,FALSE,alternating,179,79,Alice heaved the man the basket,Alice heaved the basket to the man,def,1,shortDefinite,1954,11,-31.396533225895837,-31.914236136362888,0.517702910467051
FALSE,FALSE,alternating,179,79,Maria heaved a woman the basket,Maria heaved the basket to a woman,def,1,shortIndefinite,1955,62,-47.952706744661555,-39.86883130890783,-8.083875435753725
FALSE,FALSE,alternating,179,79,Alice heaved the man who was wearing the hat the suitcase,Alice heaved the suitcase to the man who was wearing the hat,def,2,longDefinite,1956,12,-36.042000733315945,-29.682820362097118,-6.359180371218827
FALSE,FALSE,alternating,179,79,Mary heaved a man who was wearing a hat the suitcase,Mary heaved the suitcase to a man who was wearing a hat,def,2,longIndefinite,1957,63,-47.26062926964369,-29.2939379659947,-17.966691303648986
FALSE,FALSE,alternating,179,79,Linda heaved him the suitcase,Linda heaved the suitcase to him,def,2,pronoun,1958,13,-32.57094765728107,-27.8617305001535,-4.7092171571275685
FALSE,FALSE,alternating,179,79,Michael heaved the man the suitcase,Michael heaved the suitcase to the man,def,2,shortDefinite,1959,64,-25.323091780475806,-30.14222361036809,4.819131829892285
FALSE,FALSE,alternating,179,79,John heaved a man the suitcase,John heaved the suitcase to a man,def,2,shortIndefinite,1960,15,-48.26300493814051,-37.65614053083118,-10.606864407309331
FALSE,FALSE,alternating,179,79,Linda heaved the man wearing the hat a carton,Linda heaved a carton to the man wearing the hat,indef,3,longDefinite,1961,65,-37.821527710038936,-37.14545901364181,-0.6760686963971239
FALSE,FALSE,alternating,179,79,Michael heaved a man who was wearing a hat a carton,Michael heaved a carton to a man who was wearing a hat,indef,3,longIndefinite,1962,16,-57.13217520294711,-27.42249230359448,-29.70968289935263
FALSE,FALSE,alternating,179,79,John heaved her a carton,John heaved a carton to her,indef,3,pronoun,1963,67,-29.4671307556564,-25.264084667433053,-4.203046088223346
FALSE,FALSE,alternating,179,79,Juan heaved the man a carton,Juan heaved a carton to the man,indef,3,shortDefinite,1964,17,-27.165236019471195,-31.085523105808534,3.920287086337339
FALSE,FALSE,alternating,179,79,John heaved a man a carton,John heaved a carton to a man,indef,3,shortIndefinite,1965,68,-39.845719372620806,-31.903589559253305,-7.942129813367501
FALSE,FALSE,alternating,179,79,Alice heaved the woman from work a ball,Alice heaved a ball to the woman from work,indef,4,longDefinite,1966,18,-54.180493329651654,-50.81228422932327,-3.368209100328386
FALSE,FALSE,alternating,179,79,John heaved a man who was wearing a hat a ball,John heaved a ball to a man who was wearing a hat,indef,4,longIndefinite,1967,69,-50.95845405431464,-34.02282731421292,-16.935626740101725
FALSE,FALSE,alternating,179,79,Alice heaved him a ball,Alice heaved a ball to him,indef,4,pronoun,1968,20,-37.258547640405595,-35.16236459929496,-2.096183041110635
FALSE,FALSE,alternating,179,79,John heaved the woman a ball,John heaved a ball to the woman,indef,4,shortDefinite,1969,70,-33.91268104582559,-39.45004518551286,5.53736413968727
FALSE,FALSE,alternating,179,79,Mary heaved a man a ball,Mary heaved a ball to a man,indef,4,shortIndefinite,1970,21,-43.93292345665395,-38.12958588032052,-5.803337576333433
FALSE,FALSE,alternating,179,79,Linda heaved the woman who was wearing the hat something,Linda heaved something to the woman who was wearing the hat,something,5,longDefinite,1971,72,-43.94027976272628,-42.085305299726315,-1.8549744629999623
FALSE,FALSE,alternating,179,79,Alice heaved a man from work something,Alice heaved something to a man from work,something,5,longIndefinite,1972,22,-67.49253076780587,-45.06311505520716,-22.42941571259871
FALSE,FALSE,alternating,179,79,Mary heaved him something,Mary heaved something to him,something,5,pronoun,1973,73,-39.77131226367783,-37.719248934066854,-2.0520633296109736
FALSE,FALSE,alternating,179,79,Juan heaved the man something,Juan heaved something to the man,something,5,shortDefinite,1974,23,-37.970652169315144,-40.87448408245109,2.903831913135946
FALSE,FALSE,alternating,179,79,Linda heaved a woman something,Linda heaved something to a woman,something,5,shortIndefinite,1975,74,-58.31825392390601,-45.470444476930425,-12.847809446975589
FALSE,FALSE,alternating,180,80,Juan towed the woman who was from work the truck,Juan towed the truck to the woman who was from work,def,1,longDefinite,1976,25,-59.71624849492218,-39.480350305559114,-20.23589818936307
FALSE,FALSE,alternating,180,80,John towed a man who was from work the truck,John towed the truck to a man who was from work,def,1,longIndefinite,1977,75,-57.21323239291087,-35.60787510557566,-21.60535728733521
FALSE,FALSE,alternating,180,80,Mary towed him the truck,Mary towed the truck to him,def,1,pronoun,1978,26,-24.8197884070687,-26.680938893696293,1.8611504866275936
FALSE,FALSE,alternating,180,80,Mary towed the woman the truck,Mary towed the truck to the woman,def,1,shortDefinite,1979,76,-28.959430990973487,-34.0117586281267,5.052327637153212
FALSE,FALSE,alternating,180,80,Linda towed a man the truck,Linda towed the truck to a man,def,1,shortIndefinite,1980,27,-44.52732966421172,-42.28762329556048,-2.239706368651241
FALSE,FALSE,alternating,180,80,Mary towed the man from work the car,Mary towed the car to the man from work,def,2,longDefinite,1981,78,-47.020512079354376,-39.02474747609813,-7.995764603256248
FALSE,FALSE,alternating,180,80,Bob towed a woman wearing a hat the car,Bob towed the car to a woman wearing a hat,def,2,longIndefinite,1982,28,-39.13787683029659,-29.740557493292727,-9.397319337003864
FALSE,FALSE,alternating,180,80,Bob towed her the car,Bob towed the car to her,def,2,pronoun,1983,79,-25.491431771661155,-26.062117513036355,0.5706857413752005
FALSE,FALSE,alternating,180,80,Juan towed the woman the car,Juan towed the car to the woman,def,2,shortDefinite,1984,30,-28.886613296112046,-33.390551684307866,4.50393838819582
FALSE,FALSE,alternating,180,80,Alice towed a man the car,Alice towed the car to a man,def,2,shortIndefinite,1985,80,-39.71934872306883,-37.53621568204835,-2.183133041020483
FALSE,FALSE,alternating,180,80,Juan towed the man who was from work a van,Juan towed a van to the man who was from work,indef,3,longDefinite,1986,31,-56.99313772958703,-44.54219625843689,-12.450941471150145
FALSE,FALSE,alternating,180,80,Alice towed a woman from work a van,Alice towed a van to a woman from work,indef,3,longIndefinite,1987,81,-54.17150475922972,-45.91261063888669,-8.25889412034303
FALSE,FALSE,alternating,180,80,Maria towed him a van,Maria towed a van to him,indef,3,pronoun,1988,32,-35.85021411860362,-32.924636928597465,-2.925577190006152
FALSE,FALSE,alternating,180,80,Maria towed the man a van,Maria towed a van to the man,indef,3,shortDefinite,1989,83,-40.046081530628726,-38.993075993377715,-1.0530055372510105
FALSE,FALSE,alternating,180,80,Alice towed a man a van,Alice towed a van to a man,indef,3,shortIndefinite,1990,33,-43.31483376119286,-44.591273742262274,1.2764399810694158
FALSE,FALSE,alternating,180,80,John towed the woman from work a boat,John towed a boat to the woman from work,indef,4,longDefinite,1991,84,-55.40904335444793,-45.9283389383927,-9.480704416055232
FALSE,FALSE,alternating,180,80,Alice towed a man who was from work a boat,Alice towed a boat to a man who was from work,indef,4,longIndefinite,1992,35,-57.6771675106138,-47.19004423217848,-10.48712327843532
FALSE,FALSE,alternating,180,80,John towed her a boat,John towed a boat to her,indef,4,pronoun,1993,85,-36.52950753830373,-26.058123578783125,-10.471383959520608
FALSE,FALSE,alternating,180,80,Bob towed the man a boat,Bob towed a boat to the man,indef,4,shortDefinite,1994,36,-35.37770700827241,-38.49883734632749,3.1211303380550817
FALSE,FALSE,alternating,180,80,Alice towed a woman a boat,Alice towed a boat to a woman,indef,4,shortIndefinite,1995,86,-44.36889767739922,-48.32757970318198,3.958682025782764
FALSE,FALSE,alternating,180,80,John towed the woman from work something,John towed something to the woman from work,something,5,longDefinite,1996,37,-55.01720483601093,-52.71066618873738,-2.3065386472735554
FALSE,FALSE,alternating,180,80,Michael towed a woman who was wearing a hat something,Michael towed something to a woman who was wearing a hat,something,5,longIndefinite,1997,88,-46.46830977033824,-42.02140525111463,-4.446904519223608
FALSE,FALSE,alternating,180,80,Maria towed him something,Maria towed something to him,something,5,pronoun,1998,38,-39.841550417710096,-39.5536396172829,-0.2879108004271984
FALSE,FALSE,alternating,180,80,Linda towed the woman something,Linda towed something to the woman,something,5,shortDefinite,1999,89,-47.23530481103808,-45.340174035169184,-1.8951307758688927
FALSE,FALSE,alternating,180,80,Linda towed a woman something,Linda towed something to a woman,something,5,shortIndefinite,2000,40,-56.953371472191066,-50.82294832007028,-6.130423152120784
FALSE,FALSE,alternating,181,81,Michael slung the man who was from work the drink,Michael slung the drink to the man who was from work,def,1,longDefinite,2001,90,-54.50958382565295,-41.33438452045084,-13.175199305202113
FALSE,FALSE,alternating,181,81,John slung a man who was from work the drink,John slung the drink to a man who was from work,def,1,longIndefinite,2002,41,-63.663447751430795,-41.27485454757698,-22.388593203853816
FALSE,FALSE,alternating,181,81,Maria slung him the drink,Maria slung the drink to him,def,1,pronoun,2003,91,-33.24697466517682,-33.23641848831903,-0.010556176857789978
FALSE,FALSE,alternating,181,81,Mary slung the man the drink,Mary slung the drink to the man,def,1,shortDefinite,2004,42,-32.14346431865124,-34.13789741520304,1.994433096551802
FALSE,FALSE,alternating,181,81,Bob slung a man the drink,Bob slung the drink to a man,def,1,shortIndefinite,2005,93,-45.19849011581391,-39.98458052042406,-5.21390959538985
FALSE,FALSE,alternating,181,81,Linda slung the woman wearing the hat the ball,Linda slung the ball to the woman wearing the hat,def,2,longDefinite,2006,43,-39.95313564763637,-39.24074954568641,-0.71238610194996
FALSE,FALSE,alternating,181,81,Alice slung a man who was wearing a hat the ball,Alice slung the ball to a man who was wearing a hat,def,2,longIndefinite,2007,94,-44.162813098635525,-30.159216725383885,-14.00359637325164
FALSE,FALSE,alternating,181,81,Linda slung him the ball,Linda slung the ball to him,def,2,pronoun,2008,44,-28.817442319588736,-28.40909885847941,-0.4083434611093253
FALSE,FALSE,alternating,181,81,Alice slung the woman the ball,Alice slung the ball to the woman,def,2,shortDefinite,2009,95,-26.89870322495699,-33.21858706907369,6.319883844116703
FALSE,FALSE,alternating,181,81,Linda slung a woman the ball,Linda slung the ball to a woman,def,2,shortIndefinite,2010,46,-41.293203938170336,-38.27832458220655,-3.014879355963785
FALSE,FALSE,alternating,181,81,Michael slung the man who was wearing the hat a glance,Michael slung a glance to the man who was wearing the hat,indef,3,longDefinite,2011,96,-27.462983506033197,-27.664960378606338,0.201976872573141
FALSE,FALSE,alternating,181,81,Mary slung a man who was wearing a hat a glance,Mary slung a glance to a man who was wearing a hat,indef,3,longIndefinite,2012,47,-30.58222468709573,-32.5417498544557,1.9595251673599705
FALSE,FALSE,alternating,181,81,Juan slung her a glance,Juan slung a glance to her,indef,3,pronoun,2013,98,-28.518112842342816,-31.065953832876403,2.5478409905335866
FALSE,FALSE,alternating,181,81,Linda slung the man a glance,Linda slung a glance to the man,indef,3,shortDefinite,2014,48,-27.451257937587798,-32.046899965789635,4.595642028201837
FALSE,FALSE,alternating,181,81,Bob slung a man a glance,Bob slung a glance to a man,indef,3,shortIndefinite,2015,99,-39.73248308978509,-41.32886904734187,1.5963859575567767
FALSE,FALSE,alternating,181,81,Mary slung the woman from work a bag,Mary slung a bag to the woman from work,indef,4,longDefinite,2016,49,-49.3383234704379,-42.07151179696666,-7.2668116734712385
FALSE,FALSE,alternating,181,81,Bob slung a man wearing a hat a bag,Bob slung a bag to a man wearing a hat,indef,4,longIndefinite,2017,0,-46.21344559441786,-33.74496002442902,-12.468485569988843
FALSE,FALSE,alternating,181,81,Michael slung her a bag,Michael slung a bag to her,indef,4,pronoun,2018,51,-27.75679983868031,-30.44162417179905,2.6848243331187405
FALSE,FALSE,alternating,181,81,John slung the woman a bag,John slung a bag to the woman,indef,4,shortDefinite,2019,1,-30.983957073418424,-38.05772100400645,7.073763930588029
FALSE,FALSE,alternating,181,81,Alice slung a woman a bag,Alice slung a bag to a woman,indef,4,shortIndefinite,2020,52,-42.73579764529131,-38.051822307519615,-4.683975337771699
FALSE,FALSE,alternating,181,81,Mary slung the man from work something,Mary slung something to the man from work,something,5,longDefinite,2021,3,-58.590374452993274,-42.88981793471612,-15.700556518277153
FALSE,FALSE,alternating,181,81,Maria slung a woman wearing a hat something,Maria slung something to a woman wearing a hat,something,5,longIndefinite,2022,53,-52.87474595429376,-37.24269191309577,-15.63205404119799
FALSE,FALSE,alternating,181,81,Mary slung him something,Mary slung something to him,something,5,pronoun,2023,4,-30.538902672589757,-32.98811336560175,2.4492106930119917
FALSE,FALSE,alternating,181,81,John slung the man something,John slung something to the man,something,5,shortDefinite,2024,54,-28.968342909240164,-30.975695635890588,2.0073527266504243
FALSE,FALSE,alternating,181,81,Alice slung a man something,Alice slung something to a man,something,5,shortIndefinite,2025,5,-46.43622820870951,-36.87158369529061,-9.564644513418898
FALSE,FALSE,alternating,182,82,Alice forwarded the woman from work the message,Alice forwarded the message to the woman from work,def,1,longDefinite,2026,56,-35.33101951866411,-21.774989790050313,-13.556029728613794
FALSE,FALSE,alternating,182,82,Linda forwarded a woman from work the message,Linda forwarded the message to a woman from work,def,1,longIndefinite,2027,6,-41.164292739355005,-24.314856602155487,-16.84943613719952
FALSE,FALSE,alternating,182,82,Alice forwarded him the message,Alice forwarded the message to him,def,1,pronoun,2028,57,-15.234759032493457,-14.33302876871312,-0.9017302637803368
FALSE,FALSE,alternating,182,82,Juan forwarded the man the message,Juan forwarded the message to the man,def,1,shortDefinite,2029,7,-19.714915834600106,-20.433522604464088,0.7186067698639818
FALSE,FALSE,alternating,182,82,Juan forwarded a man the message,Juan forwarded the message to a man,def,1,shortIndefinite,2030,58,-30.372444830369204,-23.935908322804607,-6.436536507564597
FALSE,FALSE,alternating,182,82,Maria forwarded the woman wearing the hat the information,Maria forwarded the information to the woman wearing the hat,def,2,longDefinite,2031,9,-30.491496179951355,-28.262223032143083,-2.2292731478082715
FALSE,FALSE,alternating,182,82,Maria forwarded a woman wearing a hat the information,Maria forwarded the information to a woman wearing a hat,def,2,longIndefinite,2032,59,-29.44668783096131,-22.736137866217177,-6.710549964744132
FALSE,FALSE,alternating,182,82,Linda forwarded him the information,Linda forwarded the information to him,def,2,pronoun,2033,10,-14.976575808483176,-15.19294039029046,0.21636458180728368
FALSE,FALSE,alternating,182,82,Bob forwarded the man the information,Bob forwarded the information to the man,def,2,shortDefinite,2034,61,-16.362164887716062,-18.777649527590256,2.415484639874194
FALSE,FALSE,alternating,182,82,Michael forwarded a woman the information,Michael forwarded the information to a woman,def,2,shortIndefinite,2035,11,-30.109905574354343,-21.499590649909806,-8.610314924444538
FALSE,FALSE,alternating,182,82,Alice forwarded the man from work an email,Alice forwarded an email to the man from work,indef,3,longDefinite,2036,62,-26.908274826593697,-23.397213565534912,-3.511061261058785
FALSE,FALSE,alternating,182,82,Alice forwarded a woman from work an email,Alice forwarded an email to a woman from work,indef,3,longIndefinite,2037,12,-31.158014744636603,-25.914003249490634,-5.244011495145969
FALSE,FALSE,alternating,182,82,Bob forwarded her an email,Bob forwarded an email to her,indef,3,pronoun,2038,63,-18.217270918074064,-19.52389359276276,1.3066226746886969
FALSE,FALSE,alternating,182,82,John forwarded the woman an email,John forwarded an email to the woman,indef,3,shortDefinite,2039,14,-15.775214558292646,-19.678562203829642,3.9033476455369964
FALSE,FALSE,alternating,182,82,Michael forwarded a woman an email,Michael forwarded an email to a woman,indef,3,shortIndefinite,2040,64,-25.78739630820928,-24.082031703961547,-1.705364604247734
FALSE,FALSE,alternating,182,82,Maria forwarded the man who was wearing the hat a package,Maria forwarded a package to the man who was wearing the hat,indef,4,longDefinite,2041,15,-34.262546423007734,-27.608282016357407,-6.654264406650327
FALSE,FALSE,alternating,182,82,Maria forwarded a man who was from work a package,Maria forwarded a package to a man who was from work,indef,4,longIndefinite,2042,66,-43.004241483984515,-38.352927538449876,-4.651313945534639
FALSE,FALSE,alternating,182,82,Michael forwarded her a package,Michael forwarded a package to her,indef,4,pronoun,2043,16,-20.25229642156046,-19.05263049644418,-1.1996659251162782
FALSE,FALSE,alternating,182,82,Mary forwarded the man a package,Mary forwarded a package to the man,indef,4,shortDefinite,2044,67,-25.039075411856174,-23.153027347580064,-1.8860480642761104
FALSE,FALSE,alternating,182,82,John forwarded a woman a package,John forwarded a package to a woman,indef,4,shortIndefinite,2045,17,-28.873829327407293,-26.029896450112574,-2.843932877294719
FALSE,FALSE,alternating,182,82,Juan forwarded the woman who was wearing the hat something,Juan forwarded something to the woman who was wearing the hat,something,5,longDefinite,2046,68,-43.25152323511429,-30.38891500409227,-12.862608231022023
FALSE,FALSE,alternating,182,82,Mary forwarded a man who was from work something,Mary forwarded something to a man who was from work,something,5,longIndefinite,2047,19,-49.62091448507272,-38.300467877066694,-11.320446608006023
FALSE,FALSE,alternating,182,82,Alice forwarded him something,Alice forwarded something to him,something,5,pronoun,2048,69,-25.044194161891937,-21.671127767651342,-3.3730663942405954
FALSE,FALSE,alternating,182,82,Michael forwarded the woman something,Michael forwarded something to the woman,something,5,shortDefinite,2049,20,-28.167135920608416,-22.56119656690862,-5.605939353699796
FALSE,FALSE,alternating,182,82,Mary forwarded a woman something,Mary forwarded something to a woman,something,5,shortIndefinite,2050,71,-49.65600876137614,-33.19945500860922,-16.456553752766922
FALSE,FALSE,alternating,183,83,Alice loaned the man wearing the hat the apartment,Alice loaned the apartment to the man wearing the hat,def,1,longDefinite,2051,21,-36.6605416261591,-40.8919853674015,4.231443741242401
FALSE,FALSE,alternating,183,83,Alice loaned a woman who was from work the apartment,Alice loaned the apartment to a woman who was from work,def,1,longIndefinite,2052,72,-56.70358326355927,-38.70397565001622,-17.99960761354305
FALSE,FALSE,alternating,183,83,Linda loaned him the apartment,Linda loaned the apartment to him,def,1,pronoun,2053,22,-24.930272050434723,-25.267279183724895,0.3370071332901716
FALSE,FALSE,alternating,183,83,John loaned the man the apartment,John loaned the apartment to the man,def,1,shortDefinite,2054,73,-23.89775817724876,-28.35518852598034,4.457430348731577
FALSE,FALSE,alternating,183,83,Bob loaned a woman the apartment,Bob loaned the apartment to a woman,def,1,shortIndefinite,2055,24,-30.67599226371385,-29.213286506943405,-1.462705756770447
FALSE,FALSE,alternating,183,83,Linda loaned the man wearing the hat the room,Linda loaned the room to the man wearing the hat,def,2,longDefinite,2056,74,-37.19354873651173,-44.022950730635785,6.829401994124055
FALSE,FALSE,alternating,183,83,Bob loaned a man who was from work the room,Bob loaned the room to a man who was from work,def,2,longIndefinite,2057,25,-58.75964533246588,-41.34078014921397,-17.41886518325191
FALSE,FALSE,alternating,183,83,John loaned her the room,John loaned the room to her,def,2,pronoun,2058,75,-24.571139676496387,-27.955691698938608,3.3845520224422216
FALSE,FALSE,alternating,183,83,Mary loaned the woman the room,Mary loaned the room to the woman,def,2,shortDefinite,2059,26,-26.916653426131234,-31.714250175165944,4.79759674903471
FALSE,FALSE,alternating,183,83,Michael loaned a woman the room,Michael loaned the room to a woman,def,2,shortIndefinite,2060,77,-30.83672249619849,-29.381965924985707,-1.4547565712127835
FALSE,FALSE,alternating,183,83,John loaned the man who was wearing the hat a space,John loaned a space to the man who was wearing the hat,indef,3,longDefinite,2061,27,-33.17660076892935,-38.6038324306719,5.427231661742553
FALSE,FALSE,alternating,183,83,Bob loaned a man wearing a hat a space,Bob loaned a space to a man wearing a hat,indef,3,longIndefinite,2062,78,-38.245439894730225,-38.35542461066507,0.10998471593484282
FALSE,FALSE,alternating,183,83,Juan loaned her a space,Juan loaned a space to her,indef,3,pronoun,2063,29,-33.87888059159741,-37.77127020875923,3.8923896171618253
FALSE,FALSE,alternating,183,83,Alice loaned the man a space,Alice loaned a space to the man,indef,3,shortDefinite,2064,79,-32.27498928271234,-37.98112092516385,5.70613164245151
FALSE,FALSE,alternating,183,83,Linda loaned a man a space,Linda loaned a space to a man,indef,3,shortIndefinite,2065,30,-35.2274329951033,-38.47502481751144,3.2475918224081397
FALSE,FALSE,alternating,183,83,Linda loaned the woman from work some equipment,Linda loaned some equipment to the woman from work,indef,4,longDefinite,2066,80,-44.99381988774985,-38.336629147524945,-6.657190740224905
FALSE,FALSE,alternating,183,83,Linda loaned a man from work some equipment,Linda loaned some equipment to a man from work,indef,4,longIndefinite,2067,31,-43.73807029123418,-36.01776713191066,-7.720303159323521
FALSE,FALSE,alternating,183,83,Bob loaned her some equipment,Bob loaned some equipment to her,indef,4,pronoun,2068,82,-24.243113472126424,-28.815414477838203,4.572301005711779
FALSE,FALSE,alternating,183,83,Michael loaned the man some equipment,Michael loaned some equipment to the man,indef,4,shortDefinite,2069,32,-23.972310195909813,-31.546183212427422,7.573873016517609
FALSE,FALSE,alternating,183,83,John loaned a man some equipment,John loaned some equipment to a man,indef,4,shortIndefinite,2070,83,-27.433061130112037,-32.69109603855759,5.258034908445552
FALSE,FALSE,alternating,183,83,Alice loaned the woman wearing the hat something,Alice loaned something to the woman wearing the hat,something,5,longDefinite,2071,34,-41.247754463460296,-41.20200111907616,-0.04575334438413847
FALSE,FALSE,alternating,183,83,Michael loaned a woman who was wearing a hat something,Michael loaned something to a woman who was wearing a hat,something,5,longIndefinite,2072,84,-44.12490053649526,-33.11364556028275,-11.011254976212513
FALSE,FALSE,alternating,183,83,Bob loaned her something,Bob loaned something to her,something,5,pronoun,2073,35,-23.132545969448984,-30.121544308029115,6.9889983385801315
FALSE,FALSE,alternating,183,83,Mary loaned the man something,Mary loaned something to the man,something,5,shortDefinite,2074,85,-22.378363275667652,-29.699172653257847,7.320809377590194
FALSE,FALSE,alternating,183,83,Michael loaned a man something,Michael loaned something to a man,something,5,shortIndefinite,2075,36,-34.49421321833506,-34.82025953102857,0.3260463126935065
FALSE,FALSE,alternating,184,84,John peddled the woman who was wearing the hat snake-oil,John peddled snake-oil to the woman who was wearing the hat,def,1,longDefinite,2076,87,-52.30008015804924,-29.44152780075092,-22.858552357298322
FALSE,FALSE,alternating,184,84,Bob peddled a woman wearing a hat snake-oil,Bob peddled snake-oil to a woman wearing a hat,def,1,longIndefinite,2077,37,-56.20829833392054,-32.657179054804146,-23.551119279116392
FALSE,FALSE,alternating,184,84,Michael peddled her snake-oil,Michael peddled snake-oil to her,def,1,pronoun,2078,88,-36.70685082906857,-25.829411511775106,-10.877439317293465
FALSE,FALSE,alternating,184,84,Mary peddled the woman snake-oil,Mary peddled snake-oil to the woman,def,1,shortDefinite,2079,38,-50.42354255588725,-28.151871528010815,-22.271671027876437
FALSE,FALSE,alternating,184,84,Alice peddled a woman snake-oil,Alice peddled snake-oil to a woman,def,1,shortIndefinite,2080,89,-53.054408863186836,-37.405449936166406,-15.64895892702043
FALSE,FALSE,alternating,184,84,Maria peddled the woman wearing the hat the magic potion,Maria peddled the magic potion to the woman wearing the hat,def,2,longDefinite,2081,40,-52.295733083738014,-36.20085766108241,-16.094875422655605
FALSE,FALSE,alternating,184,84,Juan peddled a man from work the magic potion,Juan peddled the magic potion to a man from work,def,2,longIndefinite,2082,90,-63.08714554272592,-32.530528026865795,-30.556617515860125
FALSE,FALSE,alternating,184,84,Alice peddled him the magic potion,Alice peddled the magic potion to him,def,2,pronoun,2083,41,-27.79825954232365,-27.064726062468253,-0.7335334798553959
FALSE,FALSE,alternating,184,84,Maria peddled the woman the magic potion,Maria peddled the magic potion to the woman,def,2,shortDefinite,2084,92,-36.16042728186585,-28.281954383128323,-7.878472898737527
FALSE,FALSE,alternating,184,84,Bob peddled a woman the magic potion,Bob peddled the magic potion to a woman,def,2,shortIndefinite,2085,42,-44.28398309554905,-35.70918715884909,-8.574795936699957
FALSE,FALSE,alternating,184,84,John peddled the man wearing the hat some souvenirs,John peddled some souvenirs to the man wearing the hat,indef,3,longDefinite,2086,93,-42.47837803460607,-25.19275389327322,-17.285624141332846
FALSE,FALSE,alternating,184,84,John peddled a man wearing a hat some souvenirs,John peddled some souvenirs to a man wearing a hat,indef,3,longIndefinite,2087,43,-39.90253263832892,-20.669414411061553,-19.23311822726737
FALSE,FALSE,alternating,184,84,Alice peddled him some souvenirs,Alice peddled some souvenirs to him,indef,3,pronoun,2088,94,-22.480067201827296,-18.571473272625553,-3.908593929201743
FALSE,FALSE,alternating,184,84,Mary peddled the man some souvenirs,Mary peddled some souvenirs to the man,indef,3,shortDefinite,2089,45,-23.496940371989695,-21.052526241431224,-2.444414130558471
FALSE,FALSE,alternating,184,84,Linda peddled a man some souvenirs,Linda peddled some souvenirs to a man,indef,3,shortIndefinite,2090,95,-36.503667242528536,-31.0757511558877,-5.427916086640835
FALSE,FALSE,alternating,184,84,Maria peddled the woman who was wearing the hat some handbags,Maria peddled some handbags to the woman who was wearing the hat,indef,4,longDefinite,2091,46,-58.967573357746005,-31.471451717428863,-27.496121640317142
FALSE,FALSE,alternating,184,84,Michael peddled a man who was wearing a hat some handbags,Michael peddled some handbags to a man who was wearing a hat,indef,4,longIndefinite,2092,97,-54.46808754373342,-24.59845104557462,-29.869636498158798
FALSE,FALSE,alternating,184,84,Alice peddled him some handbags,Alice peddled some handbags to him,indef,4,pronoun,2093,47,-27.82530056522228,-28.015653697191738,0.19035313196945935
FALSE,FALSE,alternating,184,84,John peddled the man some handbags,John peddled some handbags to the man,indef,4,shortDefinite,2094,98,-27.19057970866561,-29.302525590755977,2.1119458820903674
FALSE,FALSE,alternating,184,84,Michael peddled a woman some handbags,Michael peddled some handbags to a woman,indef,4,shortIndefinite,2095,48,-40.12665426032618,-30.56711486610584,-9.559539394220337
FALSE,FALSE,alternating,184,84,Michael peddled the woman who was wearing the hat something,Michael peddled something to the woman who was wearing the hat,something,5,longDefinite,2096,99,-42.986377749592066,-29.764525841921568,-13.221851907670498
FALSE,FALSE,alternating,184,84,Mary peddled a woman wearing a hat something,Mary peddled something to a woman wearing a hat,something,5,longIndefinite,2097,50,-45.339781599119306,-29.5361839736579,-15.803597625461407
FALSE,FALSE,alternating,184,84,Michael peddled her something,Michael peddled something to her,something,5,pronoun,2098,0,-26.236807448090985,-26.818886400782503,0.5820789526915178
FALSE,FALSE,alternating,184,84,Michael peddled the woman something,Michael peddled something to the woman,something,5,shortDefinite,2099,51,-33.876311029773206,-27.595749552128837,-6.280561477644369
FALSE,FALSE,alternating,184,84,Alice peddled a man something,Alice peddled something to a man,something,5,shortIndefinite,2100,2,-36.6899700332433,-30.85985784092918,-5.830112192314118
FALSE,FALSE,alternating,185,85,Mary ceded the woman wearing the hat the point,Mary ceded the point to the woman wearing the hat,def,1,longDefinite,2101,52,-37.82080696569756,-34.27374704790418,-3.5470599177933764
