iterationName,rt,response,setid,gameid,theme_type,recipient_id,verb_id,theme_id,DOsentence,PDsentence,frequency_rank,classification,stimulus_type,highValueMeans
mturk_sample,3667.035000000382,61,23,7224-d1574629-72a8-4be0-a600-512cb6619514,indef,longDefinite,89,4,Linda bellowed the man who was wearing the hat a name,Linda bellowed a name to the man who was wearing the hat,89,non-alternating,main_judgement,PD
mturk_sample,6348.999999987427,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,shortDefinite,15,4,Linda admitted the woman a slip-up,Linda admitted a slip-up to the woman,15,non-alternating,main_judgement,DO
mturk_sample,3274.6849999985425,67,23,7224-d1574629-72a8-4be0-a600-512cb6619514,,,,,,,,,catch2,correct
mturk_sample,6325.895000016317,65,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longIndefinite,138,3,Michael tossed a woman from work a glance,Michael tossed a glance to a woman from work,38,alternating,main_judgement,PD
mturk_sample,6099.999999976717,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,shortIndefinite,25,2,Alice repeated a woman the question,Alice repeated the question to a woman,25,non-alternating,main_judgement,PD
mturk_sample,3196.264999998617,69,23,7224-d1574629-72a8-4be0-a600-512cb6619514,def,longDefinite,96,1,Linda explicated the man who was wearing the hat her proposal,Linda explicated her proposal to the man who was wearing the hat,96,non-alternating,main_judgement,DO
mturk_sample,3447.0350000010803,70,23,7224-d1574629-72a8-4be0-a600-512cb6619514,def,longIndefinite,99,2,Juan warbled a woman from work the melody,Juan warbled the melody to a woman from work,99,non-alternating,main_judgement,DO
mturk_sample,4308.900000000023,69,23,7224-d1574629-72a8-4be0-a600-512cb6619514,,,,,,,,,catch1,error
mturk_sample,10903.695000015432,0,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,longIndefinite,144,5,John rented a woman from work something,John rented something to a woman from work,44,alternating,main_judgement,DO
mturk_sample,13936.999999976251,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,longDefinite,28,4,Alice screamed the woman wearing the hat a name,Alice screamed a name to the woman wearing the hat,28,non-alternating,main_judgement,PD
mturk_sample,10288.715000000666,,23,7224-d1574629-72a8-4be0-a600-512cb6619514,,,,,,,,,exit_survey,
mturk_sample,9262.114999990445,74,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,pronoun,148,1,Maria lent him the apartment,Maria lent the apartment to him,48,alternating,main_judgement,PD
mturk_sample,7758.000000030734,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,something,longIndefinite,31,5,Bob shouted a woman who was wearing a hat something,Bob shouted something to a woman who was wearing a hat,31,non-alternating,main_judgement,DO
mturk_sample,9438.900000008289,73,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortDefinite,151,2,Alice signaled the woman the time,Alice signaled the time to the woman,51,alternating,main_judgement,DO
mturk_sample,12335.585000000661,,23,7224-d1574629-72a8-4be0-a600-512cb6619514,,,,,,,,,,
mturk_sample,21749.00000001071,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,pronoun,35,1,Mary communicated him the idea,Mary communicated the idea to him,35,non-alternating,main_judgement,PD
mturk_sample,6000.99999998929,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,pronoun,41,3,Alice distributed them some books,Alice distributed some books to them,41,non-alternating,main_judgement,DO
mturk_sample,21458.53500001249,51,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortIndefinite,154,3,Maria slapped a man a fine,Maria slapped a fine to a man,54,alternating,main_judgement,PD
mturk_sample,7448.000000033062,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,shortDefinite,44,4,Linda exhibited the woman a painting,Linda exhibited a painting to the woman,44,non-alternating,main_judgement,DO
mturk_sample,8757.284999999683,54,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,shortIndefinite,160,5,Alice emailed a woman something,Alice emailed something to a woman,60,alternating,main_judgement,PD
mturk_sample,6067.000000039116,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,something,shortIndefinite,47,5,Bob conveyed a man something,Bob conveyed something to a man,47,non-alternating,main_judgement,DO
mturk_sample,6925.595000007888,67,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longDefinite,164,2,Michael allocated the man who was wearing the hat the tickets,Michael allocated the tickets to the man who was wearing the hat,64,alternating,main_judgement,DO
mturk_sample,7478.000000002794,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,longDefinite,51,2,John surrendered the man wearing the hat the rights,John surrendered the rights to the man wearing the hat,51,non-alternating,main_judgement,DO
mturk_sample,6983.409999986179,29,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longIndefinite,167,3,John chucked a man wearing a hat a tennis ball,John chucked a tennis ball to a man wearing a hat,67,alternating,main_judgement,DO
mturk_sample,4608.314999990398,64,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,pronoun,170,4,Juan flicked her a quarter,Juan flicked a quarter to her,70,alternating,main_judgement,PD
mturk_sample,9202.000000048429,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,longIndefinite,54,3,Linda broadcasted a woman from work a rule,Linda broadcasted a rule to a woman from work,54,non-alternating,main_judgement,DO
mturk_sample,5741.734999988694,77,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,shortDefinite,173,5,Alice hurled the woman something,Alice hurled something to the woman,73,alternating,main_judgement,PD
mturk_sample,4877.999999967869,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,,,,,,,,,catch2,correct
mturk_sample,5206.455000006827,22,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortDefinite,180,2,Juan towed the woman the car,Juan towed the car to the woman,80,alternating,main_judgement,DO
mturk_sample,4687.999999965541,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,something,longIndefinite,60,5,Michael whined a man who was wearing a hat something,Michael whined something to a man who was wearing a hat,60,non-alternating,main_judgement,PD
mturk_sample,4051.999999966938,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,pronoun,64,1,Linda recited him the slogan,Linda recited the slogan to him,64,non-alternating,main_judgement,PD
mturk_sample,5639.225000020815,77,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortIndefinite,183,3,Linda loaned a man a space,Linda loaned a space to a man,83,alternating,main_judgement,DO
mturk_sample,7246.999999973923,48,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,shortDefinite,67,2,Juan dispatched the team the news,Juan dispatched the news to the team,67,non-alternating,main_judgement,PD
mturk_sample,4295.999999972992,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,shortIndefinite,70,3,Linda growled a woman an order,Linda growled an order to a woman,70,non-alternating,main_judgement,PD
mturk_sample,5683.999999950174,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,something,shortIndefinite,76,5,Juan shrieked a man something,Juan shrieked something to a man,76,non-alternating,main_judgement,PD
mturk_sample,18409.064999985276,65,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,longDefinite,186,5,Juan ferried the woman who was from work something,Juan ferried something to the woman who was from work,86,alternating,main_judgement,PD
mturk_sample,6714.000000036322,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,longDefinite,80,2,John stuttered the woman who was from work the request,John stuttered the request to the woman who was from work,80,non-alternating,main_judgement,PD
mturk_sample,3788.0000000004657,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,longIndefinite,83,3,Alice squealed a man who was wearing a hat a reply,Alice squealed a reply to a man who was wearing a hat,83,non-alternating,main_judgement,PD
mturk_sample,12669.660000014119,53,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longIndefinite,190,1,Mary trucked a man from work the packages,Mary trucked the packages to a man from work,90,alternating,main_judgement,PD
mturk_sample,5133.000000030734,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,pronoun,86,4,Linda squeaked him a thought,Linda squeaked a thought to him,86,non-alternating,main_judgement,DO
mturk_sample,5602.000000013504,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,something,shortDefinite,89,5,Bob bellowed the woman something,Bob bellowed something to the woman,89,non-alternating,main_judgement,PD
mturk_sample,8768.190000002505,52,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,pronoun,193,2,Juan punted her the football,Juan punted the football to her,93,alternating,main_judgement,DO
mturk_sample,1460.7500000000755,,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,,,,,,,,,,
mturk_sample,7020.929999998771,49,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,pronoun,199,4,Michael catapulted her a container,Michael catapulted a container to her,99,alternating,main_judgement,DO
mturk_sample,10710.000000020955,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,def,shortDefinite,96,2,Maria explicated the woman her idea,Maria explicated her idea to the woman,96,non-alternating,main_judgement,PD
mturk_sample,282238.29000000114,63,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longIndefinite,128,4,Michael extended a woman who was from work a warm welcome,Michael extended a warm welcome to a woman who was from work,28,alternating,main_judgement,PD
mturk_sample,8940.709999999966,,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,,,,,,,,,,
mturk_sample,6231.425000005402,52,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,shortDefinite,2,5,Bob provided the team something,Bob provided something to the team,2,non-alternating,main_judgement,PD
mturk_sample,5282.999999995809,100,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,indef,shortIndefinite,99,3,John warbled a man some sounds,John warbled some sounds to a man,99,non-alternating,main_judgement,PD
mturk_sample,3855.5149999956484,71,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,pronoun,131,5,Juan slipped her something,Juan slipped something to her,31,alternating,main_judgement,DO
mturk_sample,4929.999999993015,0,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,,,,,,,,,catch1,error
mturk_sample,6215.184999979101,41,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortIndefinite,6,1,John returned a man the book,John returned the book to a man,6,non-alternating,main_judgement,DO
mturk_sample,5292.0000000158325,,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,,,,,,,,,exit_survey,
mturk_sample,1947.9999999748543,,28,9051-9823954d-bd88-40b0-af76-207ebc2bd0b9,,,,,,,,,,
mturk_sample,7400.419999990845,96,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longDefinite,9,3,Alice stated the man from work an idea,Alice stated an idea to the man from work,9,non-alternating,main_judgement,PD
mturk_sample,15510.654999998224,67,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortDefinite,135,1,Linda owed the woman the money,Linda owed the money to the woman,35,alternating,main_judgement,DO
mturk_sample,8662.429999996675,95,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,longDefinite,15,5,Maria admitted the man from work something,Maria admitted something to the man from work,15,non-alternating,main_judgement,PD
mturk_sample,24082.02499999993,,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,,,,,,,,,,
mturk_sample,9261.525000001711,73,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortIndefinite,138,2,Michael tossed a man the ball,Michael tossed the ball to a man,38,alternating,main_judgement,DO
mturk_sample,6330.279999999897,63,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,def,longIndefinite,103,1,Alice gave a woman wearing a hat the book,Alice gave the book to a woman wearing a hat,3,alternating,main_judgement,DO
mturk_sample,7286.820000008447,3,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longIndefinite,19,1,Alice expressed a man who was wearing a hat her good-wishes,Alice expressed her good-wishes to a man who was wearing a hat,19,non-alternating,main_judgement,DO
mturk_sample,10282.620000005409,85,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longDefinite,141,4,Alice guaranteed the woman who was wearing the hat a refund,Alice guaranteed a refund to the woman who was wearing the hat,41,alternating,main_judgement,PD
mturk_sample,7742.700000002515,14,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,pronoun,22,2,Mary demonstrated him her goodwill,Mary demonstrated her goodwill to him,22,non-alternating,main_judgement,DO
mturk_sample,11366.639999999963,78,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,def,pronoun,106,2,Linda wrote him the message,Linda wrote the message to him,6,alternating,main_judgement,DO
mturk_sample,6144.280000007711,10,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortDefinite,25,3,Bob repeated the woman some words,Bob repeated some words to the woman,25,non-alternating,main_judgement,DO
mturk_sample,5617.64500000004,95,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,indef,shortDefinite,109,3,Juan paid the man a compliment,Juan paid a compliment to the man,9,alternating,main_judgement,DO
mturk_sample,12216.700000004494,31,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,longDefinite,148,1,Michael lent the woman who was wearing the hat the apartment,Michael lent the apartment to the woman who was wearing the hat,48,alternating,main_judgement,DO
mturk_sample,5038.5649999952875,0,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortIndefinite,28,4,Linda screamed a man a name,Linda screamed a name to a man,28,non-alternating,main_judgement,DO
mturk_sample,6318.799999979092,7,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortIndefinite,35,1,Maria communicated a man the idea,Maria communicated the idea to a man,35,non-alternating,main_judgement,DO
mturk_sample,10889.734999999971,12,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,indef,shortIndefinite,112,4,Mary passed a man some cake,Mary passed some cake to a man,12,alternating,main_judgement,DO
mturk_sample,12606.305000001157,43,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,longIndefinite,151,2,Bob signaled a man who was from work the time,Bob signaled the time to a man who was from work,51,alternating,main_judgement,PD
mturk_sample,7215.48499999335,4,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longDefinite,38,3,Michael whispered the man wearing the hat a farewell,Michael whispered a farewell to the man wearing the hat,38,non-alternating,main_judgement,DO
mturk_sample,5361.724999999977,80,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,def,shortIndefinite,119,1,Alice threw a woman the ball,Alice threw the ball to a woman,19,alternating,main_judgement,PD
mturk_sample,4954.850000001898,48,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,pronoun,154,3,Michael slapped her a fine,Michael slapped a fine to her,54,alternating,main_judgement,PD
mturk_sample,7983.379999990575,95,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longIndefinite,41,4,John distributed a team from work some pencils,John distributed some pencils to a team from work,41,non-alternating,main_judgement,PD
mturk_sample,9326.375000000102,77,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,indef,longDefinite,122,3,Juan posted the woman from work a box,Juan posted a box to the woman from work,22,alternating,main_judgement,PD
mturk_sample,6059.789999999339,36,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,shortDefinite,157,4,Alice hauled the woman some furniture,Alice hauled some furniture to the woman,57,alternating,main_judgement,DO
mturk_sample,6662.439999985509,89,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,pronoun,44,5,John exhibited her something,John exhibited something to her,44,non-alternating,main_judgement,PD
mturk_sample,5377.779999995255,29,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortIndefinite,167,2,Alice chucked a woman the baseball,Alice chucked the baseball to a woman,67,alternating,main_judgement,DO
mturk_sample,6724.510000000009,23,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longDefinite,170,4,Linda flicked the man wearing the hat a quarter,Linda flicked a quarter to the man wearing the hat,70,alternating,main_judgement,DO
mturk_sample,12459.270000000048,7,32,1533-2cd62e06-8ded-444f-9c65-ab27a37b149d,indef,longIndefinite,125,4,Michael promised a woman who was from work a car,Michael promised a car to a woman who was from work,25,alternating,main_judgement,DO
mturk_sample,8719.76999999606,78,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortDefinite,48,1,Juan credited the man the refund,Juan credited the refund to the man,48,non-alternating,main_judgement,DO
mturk_sample,7511.63500000257,71,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,longIndefinite,173,5,Linda hurled a man wearing a hat something,Linda hurled something to a man wearing a hat,73,alternating,main_judgement,PD
mturk_sample,7406.154999975115,87,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortDefinite,54,3,Linda broadcasted the woman a rule,Linda broadcasted a rule to the woman,54,non-alternating,main_judgement,PD
mturk_sample,4702.769999996235,67,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,pronoun,177,1,Maria telephoned him the message,Maria telephoned the message to him,77,alternating,main_judgement,PD
mturk_sample,5238.985000003595,90,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortIndefinite,57,4,Michael roared a woman some directions,Michael roared some directions to a woman,57,non-alternating,main_judgement,PD
mturk_sample,4658.869999999297,22,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,pronoun,183,3,Juan loaned her a space,Juan loaned a space to her,83,alternating,main_judgement,DO
mturk_sample,4257.884999999078,64,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,shortDefinite,186,4,Alice ferried the woman some goods,Alice ferried some goods to the woman,86,alternating,main_judgement,PD
mturk_sample,8688.730000023497,91,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longDefinite,61,1,Maria denounced the woman who was wearing the hat the rules,Maria denounced the rules to the woman who was wearing the hat,61,non-alternating,main_judgement,PD
mturk_sample,6328.944999993895,39,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,shortIndefinite,189,5,Mary bused a team something,Mary bused something to a team,89,alternating,main_judgement,DO
mturk_sample,6775.420000019949,1,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longIndefinite,64,2,Bob recited a woman wearing a hat the story,Bob recited the story to a woman wearing a hat,64,non-alternating,main_judgement,DO
mturk_sample,4389.405000001658,31,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,longDefinite,193,2,Maria punted the man from work the football,Maria punted the football to the man from work,93,alternating,main_judgement,DO
mturk_sample,6653.879999998026,2,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longIndefinite,70,4,Bob growled a man who was from work a complaint,Bob growled a complaint to a man who was from work,70,non-alternating,main_judgement,DO
mturk_sample,6922.7499999979045,67,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longIndefinite,196,3,Alice radioed a woman wearing a hat some directions,Alice radioed some directions to a woman wearing a hat,96,alternating,main_judgement,DO
mturk_sample,6917.829999991227,0,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,something,pronoun,73,5,Alice howled him something,Alice howled something to him,73,non-alternating,main_judgement,DO
mturk_sample,6190.829999999609,53,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,longIndefinite,2,5,Juan provided a team from work something,Juan provided something to a team from work,2,non-alternating,main_judgement,PD
mturk_sample,6319.52999997884,1,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortDefinite,77,1,Bob narrated the man the story,Bob narrated the story to the man,77,non-alternating,main_judgement,DO
mturk_sample,5861.88500000583,88,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,pronoun,6,1,John returned her the book,John returned the book to her,6,non-alternating,main_judgement,PD
mturk_sample,7030.984999990324,99,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,shortIndefinite,80,2,Maria stuttered a woman the request,Maria stuttered the request to a woman,80,non-alternating,main_judgement,PD
mturk_sample,7457.77000000095,66,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortDefinite,9,2,John stated the man the facts,John stated the facts to the man,9,non-alternating,main_judgement,PD
mturk_sample,5750.599999999395,99,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,longDefinite,83,4,Alice squealed the woman from work an answer,Alice squealed an answer to the woman from work,83,non-alternating,main_judgement,PD
mturk_sample,6244.74499999627,30,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,shortIndefinite,12,3,Linda revealed a woman some news,Linda revealed some news to a woman,12,non-alternating,main_judgement,DO
mturk_sample,4927.65500000678,99,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longDefinite,90,1,Linda babbled the man who was from work her theory,Linda babbled her theory to the man who was from work,90,non-alternating,main_judgement,PD
mturk_sample,4088.820000004489,25,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,shortIndefinite,18,5,Alice delivered a man something,Alice delivered something to a man,18,non-alternating,main_judgement,DO
mturk_sample,7310.840000020107,1,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,def,longIndefinite,93,2,Juan croaked a man who was from work the instructions,Juan croaked the instructions to a man who was from work,93,non-alternating,main_judgement,DO
mturk_sample,6737.565000002971,25,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,longDefinite,22,2,Maria demonstrated the woman from work her goodwill,Maria demonstrated her goodwill to the woman from work,22,non-alternating,main_judgement,DO
mturk_sample,4682.919999999343,66,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longIndefinite,25,3,Michael repeated a man wearing a hat some words,Michael repeated some words to a man wearing a hat,25,non-alternating,main_judgement,PD
mturk_sample,7224.569999991218,100,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,,,,,,,,,catch2,correct
mturk_sample,4420.850000002189,28,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,pronoun,28,4,Maria screamed him a name,Maria screamed a name to him,28,non-alternating,main_judgement,DO
mturk_sample,3906.9700000036974,69,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,shortDefinite,31,5,Juan shouted the man something,Juan shouted something to the man,31,non-alternating,main_judgement,PD
mturk_sample,12248.660000012023,30,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,pronoun,96,3,Juan explicated her a concept,Juan explicated a concept to her,96,non-alternating,main_judgement,DO
mturk_sample,6359.770000002696,28,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortDefinite,38,2,Linda whispered the man the news,Linda whispered the news to the man,38,non-alternating,main_judgement,DO
mturk_sample,6437.594999995781,12,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,indef,shortDefinite,99,4,Alice warbled the man a greeting,Alice warbled a greeting to the man,99,non-alternating,main_judgement,DO
mturk_sample,5886.494999998831,45,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,shortIndefinite,41,3,Linda distributed a team some books,Linda distributed some books to a team,41,non-alternating,main_judgement,PD
mturk_sample,3459.609999998007,47,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,longDefinite,44,5,Michael exhibited the woman wearing the hat something,Michael exhibited something to the woman wearing the hat,44,non-alternating,main_judgement,DO
mturk_sample,6781.420000013895,0,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,,,,,,,,,catch1,error
mturk_sample,4781.604999996489,,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,,,,,,,,,exit_survey,
mturk_sample,8220.839999994496,38,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,longIndefinite,48,1,Maria credited a man wearing a hat the refund,Maria credited the refund to a man wearing a hat,48,non-alternating,main_judgement,PD
mturk_sample,1713.545000005979,,30,9772-5732c865-8d01-48c8-92f8-b993794796b0,,,,,,,,,,
mturk_sample,3709.6600000004983,63,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,pronoun,51,2,John surrendered her the rights,John surrendered the rights to her,51,non-alternating,main_judgement,PD
mturk_sample,6972.029999997118,53,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,pronoun,57,4,Alice roared him some directions,Alice roared some directions to him,57,non-alternating,main_judgement,DO
mturk_sample,4144.8699999963865,28,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,shortDefinite,60,5,Maria whined the woman something,Maria whined something to the woman,60,non-alternating,main_judgement,PD
mturk_sample,4562.610000000917,76,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortIndefinite,64,1,Michael recited a man the slogan,Michael recited the slogan to a man,64,non-alternating,main_judgement,PD
mturk_sample,5974.480000004405,29,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longDefinite,67,3,John dispatched the team from work some food,John dispatched some food to the team from work,67,non-alternating,main_judgement,DO
mturk_sample,3899.8499999942724,35,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,something,longDefinite,73,5,Michael howled the woman who was wearing the hat something,Michael howled something to the woman who was wearing the hat,73,non-alternating,main_judgement,DO
mturk_sample,4665.029999996419,30,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,longIndefinite,77,1,Linda narrated a man who was wearing a hat the story,Linda narrated the story to a man who was wearing a hat,77,non-alternating,main_judgement,DO
mturk_sample,3838.83000000054,32,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,pronoun,80,2,Maria stuttered him the request,Maria stuttered the request to him,80,non-alternating,main_judgement,DO
mturk_sample,5002.675000003306,64,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,shortDefinite,83,3,John squealed the woman a reply,John squealed a reply to the woman,83,non-alternating,main_judgement,DO
mturk_sample,4021.5349999997998,67,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,shortIndefinite,86,4,Bob squeaked a man a thought,Bob squeaked a thought to a man,86,non-alternating,main_judgement,PD
mturk_sample,3785.7650000004796,67,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,def,shortIndefinite,93,1,Maria croaked a man the name,Maria croaked the name to a man,93,non-alternating,main_judgement,PD
mturk_sample,9110.964999999851,65,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longDefinite,96,3,Juan explicated the man who was from work a concept,Juan explicated a concept to the man who was from work,96,non-alternating,main_judgement,DO
mturk_sample,9909.265000001993,83,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,,,,,,,,,catch2,correct
mturk_sample,8208.330000001239,72,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,indef,longIndefinite,99,4,John warbled a man from work a greeting,John warbled a greeting to a man from work,99,non-alternating,main_judgement,PD
mturk_sample,8024.460000000661,2,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,,,,,,,,,catch1,error
mturk_sample,2138.520000000368,,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,,,,,,,,,exit_survey,
mturk_sample,3148.1199999980163,,29,9982-0efe1322-c95a-4a74-9344-ee60ea6005eb,,,,,,,,,,
mturk_sample,2423.770000001241,,33,0809-a1f97d37-6fd9-4320-beed-29ded796a3dd,,,,,,,,,,
mturk_sample,1734.4449999982317,,33,0809-a1f97d37-6fd9-4320-beed-29ded796a3dd,,,,,,,,,,
mturk_sample,16291.255000000092,,33,0809-a1f97d37-6fd9-4320-beed-29ded796a3dd,,,,,,,,,,
mturk_sample,6135.625000002619,0,33,0809-a1f97d37-6fd9-4320-beed-29ded796a3dd,def,shortDefinite,103,1,Bob gave the woman the book,Bob gave the book to the woman,3,alternating,main_judgement,PD
mturk_sample,5020.520000001852,100,33,0809-a1f97d37-6fd9-4320-beed-29ded796a3dd,def,shortIndefinite,106,2,John wrote a man the message,John wrote the message to a man,6,alternating,main_judgement,DO
