takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,bert_ratio,BehavDOpreference,ngram_ratio,lstm_ratio,gpt2_ratio,gpt2-large_ratio,lstm-large_ratio
FALSE,FALSE,non-alternating,4,4,Michael explained a man something,Michael explained something to a man,something,5,shortIndefinite,2600,12,-17.841633844655007,0.8333333333333334,1.0529766082763672,-4.993450880050659,-7.1798436641693115,-6.623705863952637,-2.8349852561950684
FALSE,FALSE,non-alternating,5,5,Mary raised the woman who was from work the problem,Mary raised the problem to the woman who was from work,def,1,longDefinite,2601,62,-8.16546894912608,5.0,-1.0166969299316406,-2.901194214820862,-1.9532337188720703,-4.099655628204346,-10.192474722862244
FALSE,FALSE,non-alternating,5,5,John raised a man who was from work the problem,John raised the problem to a man who was from work,def,1,longIndefinite,2602,13,-13.726262225070968,1.6666666666666667,-0.9277915954589844,-3.6333203315734863,-3.036221981048584,-1.4521543979644775,-3.005625367164612
FALSE,FALSE,non-alternating,5,5,Michael raised her the problem,Michael raised the problem to her,def,1,pronoun,2603,63,-8.397806685999967,20.444444444444443,0.3269386291503906,-2.6978543996810913,-0.7532749176025391,-0.15608668327331543,-3.6243897676467896
FALSE,FALSE,non-alternating,5,5,Bob raised the woman the problem,Bob raised the problem to the woman,def,1,shortDefinite,2604,14,-4.940888891112991,4.1,-0.5856704711914062,-2.2654998302459717,-2.557869553565979,-3.497226357460022,-2.016308069229126
FALSE,FALSE,non-alternating,5,5,Michael raised a woman the problem,Michael raised the problem to a woman,def,1,shortIndefinite,2605,65,-10.102765538729727,6.181818181818182,-1.3705883026123047,-4.882261514663696,-3.863316774368286,-0.32970404624938965,-3.762390613555908
FALSE,FALSE,non-alternating,5,5,Juan raised the woman who was from work the ladder,Juan raised the ladder to the woman who was from work,def,2,longDefinite,2606,15,-17.50153581815539,8.090909090909092,-0.36785888671875,-5.568482339382172,-5.8633153438568115,-2.5244709849357605,-3.4833991527557373
FALSE,FALSE,non-alternating,5,5,Juan raised a woman from work the ladder,Juan raised the ladder to a woman from work,def,2,longIndefinite,2607,66,-17.015075414674357,20.90909090909091,0.31476593017578125,-4.0143938064575195,-1.1138474941253662,-1.4974669218063354,3.6552573442459106
FALSE,FALSE,non-alternating,5,5,Maria raised him the ladder,Maria raised the ladder to him,def,2,pronoun,2608,16,-8.029998443031218,30.5,2.1018753051757812,-1.7403058409690857,1.504220724105835,2.118635892868042,-0.45190322399139404
FALSE,FALSE,non-alternating,5,5,Bob raised the man the ladder,Bob raised the ladder to the man,def,2,shortDefinite,2609,67,-6.889230709406547,36.333333333333336,0.6446933746337891,-3.964369773864746,-1.4104053974151611,-0.8069907426834106,-7.049922943115234
FALSE,FALSE,non-alternating,5,5,Bob raised a woman the ladder,Bob raised the ladder to a woman,def,2,shortIndefinite,2610,18,-9.824111121124588,16.22222222222222,0.4078216552734375,-8.204757332801819,-2.8033053874969482,-0.5304145812988281,-12.79614520072937
FALSE,FALSE,non-alternating,5,5,Juan raised the man who was from work a bucket,Juan raised a bucket to the man who was from work,indef,3,longDefinite,2611,68,-4.992079651390668,19.444444444444443,-0.09289932250976562,-0.8054207563400269,-3.108839273452759,-2.5958153009414673,-10.45092523097992
FALSE,FALSE,non-alternating,5,5,Alice raised a man from work a bucket,Alice raised a bucket to a man from work,indef,3,longIndefinite,2612,19,-19.448862230288796,26.77777777777778,1.7627754211425781,-0.9066941738128662,0.7429935932159424,-0.8531808853149414,-4.920912027359009
FALSE,FALSE,non-alternating,5,5,Mary raised him a bucket,Mary raised a bucket to him,indef,3,pronoun,2613,70,-6.521597804850899,29.666666666666668,2.8848876953125,-2.0133681297302246,4.0605034828186035,-2.4800515174865723,2.1026339530944824
FALSE,FALSE,non-alternating,5,5,Michael raised the woman a bucket,Michael raised a bucket to the woman,indef,3,shortDefinite,2614,20,0.8330260855727829,24.4,0.5824184417724609,-1.9484294652938843,0.1527557373046875,-1.5325418710708618,0.4898703098297119
FALSE,FALSE,non-alternating,5,5,Maria raised a man a bucket,Maria raised a bucket to a man,indef,3,shortIndefinite,2615,71,-7.067630679695867,16.09090909090909,2.5054283142089844,-2.032487630844116,0.9075052738189697,-0.8063971996307373,-2.2400407791137695
TRUE,FALSE,non-alternating,5,5,Alice raised the man who was from work her hand,Alice raised her hand to the man who was from work,indef,4,longDefinite,2616,21,-31.331608604756184,18.7,-1.8278045654296875,-4.3802419900894165,-9.37455666065216,-13.21547919511795,-14.509113311767578
TRUE,FALSE,non-alternating,5,5,Maria raised a woman who was wearing a hat her hand,Maria raised her hand to a woman who was wearing a hat,indef,4,longIndefinite,2617,72,-23.34528608963592,6.454545454545454,-1.425933837890625,-5.976063072681427,-12.087603867053986,-10.674116432666779,-19.09060311317444
TRUE,FALSE,non-alternating,5,5,Mary raised him her hand,Mary raised her hand to him,indef,4,pronoun,2618,23,-17.40278085024329,17.333333333333332,2.355344772338867,-4.056542873382568,-2.1793957948684692,-2.4809892177581787,-8.81131625175476
TRUE,FALSE,non-alternating,5,5,Alice raised the woman her hand,Alice raised her hand to the woman,indef,4,shortDefinite,2619,73,-9.16666018893011,9.363636363636363,0.07183265686035156,-2.8849657773971558,-3.026587963104248,-8.231083810329437,-6.3552329540252686
TRUE,FALSE,non-alternating,5,5,Mary raised a man her hand,Mary raised her hand to a man,indef,4,shortIndefinite,2620,24,-22.963715822901577,12.2,0.5755386352539062,-2.1822216510772705,-5.282200455665588,-4.246424674987793,-5.23466157913208
FALSE,FALSE,non-alternating,5,5,Mary raised the man who was from work something,Mary raised something to the man who was from work,something,5,longDefinite,2621,75,-2.0697312095435336,15.916666666666666,1.6486282348632812,2.323043465614319,-1.8795729875564575,-1.7974612712860107,-5.418158531188965
FALSE,FALSE,non-alternating,5,5,John raised a woman who was wearing a hat something,John raised something to a woman who was wearing a hat,something,5,longIndefinite,2622,25,-6.2506524212658405,25.818181818181817,0.9056987762451172,-1.1855194568634033,0.45212823152542114,0.1493663787841797,5.545078635215759
FALSE,FALSE,non-alternating,5,5,Bob raised her something,Bob raised something to her,something,5,pronoun,2623,76,-6.026888046995737,29.0,1.9329147338867188,-3.5164847373962402,-0.48368263244628906,0.677222728729248,3.12020742893219
FALSE,FALSE,non-alternating,5,5,Michael raised the man something,Michael raised something to the man,something,5,shortDefinite,2624,26,-7.8354798186337575,35.888888888888886,1.7015323638916016,-0.6785000562667847,-2.6323606967926025,-1.807417631149292,1.8616364002227783
FALSE,FALSE,non-alternating,5,5,Linda raised a man something,Linda raised something to a man,something,5,shortIndefinite,2625,77,-1.7930387187516317,31.444444444444443,2.660989761352539,-2.7264727354049683,0.7635648250579834,-1.1886167526245117,-3.790844440460205
FALSE,FALSE,non-alternating,6,6,Michael returned the man from work the book,Michael returned the book to the man from work,def,1,longDefinite,2626,28,-15.934859538683668,10.0,0.11321640014648438,-1.690361499786377,-7.7734774351119995,-6.182826340198517,-9.479424476623535
FALSE,FALSE,non-alternating,6,6,Juan returned a woman wearing a hat the book,Juan returned the book to a woman wearing a hat,def,1,longIndefinite,2627,78,-24.824455226189457,8.2,-1.6758613586425781,-10.94589614868164,-8.998808920383453,-10.819290220737457,1.8846701383590698
FALSE,FALSE,non-alternating,6,6,John returned her the book,John returned the book to her,def,1,pronoun,2628,29,-16.336282669159118,20.0,-0.9000930786132812,-4.595109403133392,-1.5189532041549683,-2.211045503616333,-7.723837375640869
FALSE,FALSE,non-alternating,6,6,Juan returned the man the book,Juan returned the book to the man,def,1,shortDefinite,2629,79,-4.813417234981898,11.818181818181818,0.268157958984375,-3.911170721054077,-6.262591242790222,-4.148880064487457,2.0146732330322266
FALSE,FALSE,non-alternating,6,6,John returned a man the book,John returned the book to a man,def,1,shortIndefinite,2630,30,-9.791082582436502,28.6,0.03725433349609375,-6.919091641902924,-5.592614531517029,-1.6423311233520508,-3.76377534866333
FALSE,FALSE,non-alternating,6,6,Juan returned the man wearing the hat the shirt,Juan returned the shirt to the man wearing the hat,def,2,longDefinite,2631,81,-19.232665228133556,8.583333333333334,0.2541084289550781,-8.322903394699097,-8.069912195205688,-10.207541465759277,-10.168096899986267
FALSE,FALSE,non-alternating,6,6,Bob returned a woman who was from work the shirt,Bob returned the shirt to a woman who was from work,def,2,longIndefinite,2632,31,-15.540674494346604,5.444444444444445,0.5849723815917969,-4.988903522491455,-10.27128267288208,-10.132728338241577,-16.215632438659668
FALSE,FALSE,non-alternating,6,6,Juan returned her the shirt,Juan returned the shirt to her,def,2,pronoun,2633,82,-16.775418472796446,23.77777777777778,1.0598812103271484,-5.046544194221497,-5.189312696456909,-3.491896867752075,8.47105097770691
FALSE,FALSE,non-alternating,6,6,Juan returned the man the shirt,Juan returned the shirt to the man,def,2,shortDefinite,2634,33,-3.4743666874128394,7.6,1.5105323791503906,-2.149527668952942,-6.14108681678772,-2.6532737016677856,-1.5710570812225342
FALSE,FALSE,non-alternating,6,6,Alice returned a man the shirt,Alice returned the shirt to a man,def,2,shortIndefinite,2635,83,-6.629321659216657,11.928571428571429,1.342660903930664,-1.7867177724838257,-7.414744138717651,-2.4118727445602417,-9.625147104263306
FALSE,FALSE,non-alternating,6,6,John returned the man from work some containers,John returned some containers to the man from work,indef,3,longDefinite,2636,34,-6.130053934408352,20.23076923076923,0.9003562927246094,-0.7798251509666443,-4.376514315605164,-8.627524137496948,-11.197508215904236
FALSE,FALSE,non-alternating,6,6,Michael returned a man from work some containers,Michael returned some containers to a man from work,indef,3,longIndefinite,2637,84,-12.829838673351333,6.0,1.2681999206542969,-1.6847025156021118,-1.8706097602844238,-8.679241061210632,-11.968670129776001
FALSE,FALSE,non-alternating,6,6,Linda returned him some containers,Linda returned some containers to him,indef,3,pronoun,2638,35,-13.108513319224585,20.5,2.4715499877929688,-0.7980613708496094,1.2727670669555664,-2.192402958869934,2.38575541973114
FALSE,FALSE,non-alternating,6,6,John returned the man some containers,John returned some containers to the man,indef,3,shortDefinite,2639,86,-3.0576671025482938,20.833333333333332,0.9109687805175781,0.5238845944404602,-3.075156807899475,-1.8857948780059814,-6.909830570220947
FALSE,FALSE,non-alternating,6,6,Mary returned a woman some containers,Mary returned some containers to a woman,indef,3,shortIndefinite,2640,36,-4.65238620119635,15.333333333333334,0.5347366333007812,-2.466762900352478,-2.4599844217300415,-3.848829746246338,0.6728734970092773
FALSE,FALSE,non-alternating,6,6,John returned the man who was wearing the hat a favor,John returned a favor to the man who was wearing the hat,indef,4,longDefinite,2641,87,3.4563714711694047,15.0,-2.0659866333007812,-4.9223552942276,-6.014607906341553,-7.083081781864166,-16.552979946136475
FALSE,FALSE,non-alternating,6,6,Alice returned a man who was wearing a hat a favor,Alice returned a favor to a man who was wearing a hat,indef,4,longIndefinite,2642,38,2.7480275509878993,8.88888888888889,-1.7247428894042969,-7.086400926113129,-6.504142343997955,-6.437303990125656,-24.012801468372345
FALSE,FALSE,non-alternating,6,6,John returned her a favor,John returned a favor to her,indef,4,pronoun,2643,88,-1.3050627016928047,37.63636363636363,-0.6696128845214844,-4.762011528015137,-0.2831265926361084,-1.8682316541671753,-9.450994670391083
FALSE,FALSE,non-alternating,6,6,Michael returned the woman a favor,Michael returned a favor to the woman,indef,4,shortDefinite,2644,39,-1.3838194283889607,35.3,-0.12177658081054688,-2.838515520095825,-1.841512680053711,-0.6239628791809082,1.1146275997161865
FALSE,FALSE,non-alternating,6,6,Maria returned a woman a favor,Maria returned a favor to a woman,indef,4,shortIndefinite,2645,89,-6.204770837444812,38.9,0.03336906433105469,-2.7622565031051636,-0.9101483821868896,-2.596584916114807,-3.4772212505340576
FALSE,FALSE,non-alternating,6,6,Linda returned the man wearing the hat something,Linda returned something to the man wearing the hat,something,5,longDefinite,2646,40,-14.80090833309805,17.7,1.8378562927246094,-5.136266708374023,-0.6599369049072266,-7.496845960617065,-13.856192708015442
FALSE,FALSE,non-alternating,6,6,Alice returned a man wearing a hat something,Alice returned something to a man wearing a hat,something,5,longIndefinite,2647,91,-19.022250801557675,14.4,1.495584487915039,-5.843390464782715,-1.582859754562378,-6.027228891849518,-15.358945906162262
FALSE,FALSE,non-alternating,6,6,Maria returned him something,Maria returned something to him,something,5,pronoun,2648,41,-9.284475733176805,15.076923076923077,3.4261436462402344,-5.41356086730957,1.34140944480896,-0.315263032913208,1.4492486715316772
FALSE,FALSE,non-alternating,6,6,Alice returned the man something,Alice returned something to the man,something,5,shortDefinite,2649,92,-5.187256644363515,29.142857142857142,1.8378562927246094,-3.4337421655654907,-2.169599771499634,-1.1666549444198608,-11.747265458106995
FALSE,FALSE,non-alternating,6,6,John returned a woman something,John returned something to a woman,something,5,shortIndefinite,2650,43,-4.9549314335454255,24.3,2.2275829315185547,-3.6334272623062134,-0.2782149314880371,-2.868922472000122,5.911883354187012
FALSE,FALSE,non-alternating,7,7,Maria described the woman who was wearing the hat the problem,Maria described the problem to the woman who was wearing the hat,def,1,longDefinite,2651,93,-11.147960798814893,11.6,-2.170337677001953,-6.893491983413696,-5.490935742855072,-6.56316477060318,-10.991013944149017
FALSE,FALSE,non-alternating,7,7,Maria described a woman who was wearing a hat the problem,Maria described the problem to a woman who was wearing a hat,def,1,longIndefinite,2652,44,-11.966415519360453,4.571428571428571,-3.3960113525390625,-9.253495454788208,-6.733368277549744,-4.9852107763290405,-13.50257533788681
FALSE,FALSE,non-alternating,7,7,Mary described him the problem,Mary described the problem to him,def,1,pronoun,2653,94,-9.31651493278332,21.875,0.2403430938720703,-2.277174949645996,-2.184515595436096,-4.179724097251892,-11.919421255588531
FALSE,FALSE,non-alternating,7,7,Juan described the man the problem,Juan described the problem to the man,def,1,shortDefinite,2654,45,-10.161143082892522,6.384615384615385,0.3958854675292969,-0.718080997467041,-3.8021910190582275,-6.75920557975769,-2.624661684036255
FALSE,FALSE,non-alternating,7,7,Mary described a man the problem,Mary described the problem to a man,def,1,shortIndefinite,2655,96,-17.245594944804907,9.272727272727273,-1.237884521484375,-4.922948598861694,-6.2240084409713745,-4.395079255104065,-8.451642036437988
FALSE,FALSE,non-alternating,7,7,Alice described the woman who was from work the story,Alice described the story to the woman who was from work,def,2,longDefinite,2656,46,-13.701345189008862,9.333333333333334,-0.8558006286621094,0.8707689046859741,-3.803319811820984,-6.640620708465576,-9.668872714042664
FALSE,FALSE,non-alternating,7,7,Michael described a man from work the story,Michael described the story to a man from work,def,2,longIndefinite,2657,97,-21.660911730956286,10.777777777777779,-1.189962387084961,-3.015154480934143,-5.026954174041748,-6.530488967895508,-11.671533942222595
FALSE,FALSE,non-alternating,7,7,Mary described him the story,Mary described the story to him,def,2,pronoun,2658,47,-12.720930262934417,21.77777777777778,1.3915843963623047,-1.369251012802124,-3.735211491584778,-4.868986964225769,-7.917159855365753
FALSE,FALSE,non-alternating,7,7,Alice described the man the story,Alice described the story to the man,def,2,shortDefinite,2659,98,-10.930733886081725,27.0,0.6089401245117188,-0.011067509651184082,-3.0436511039733887,-5.939943075180054,-5.225444316864014
FALSE,FALSE,non-alternating,7,7,Mary described a woman the story,Mary described the story to a woman,def,2,shortIndefinite,2660,49,-15.875252544879913,4.769230769230769,-1.8739986419677734,-4.407917737960815,-2.9184385538101196,-4.929036021232605,-6.466212034225464
FALSE,FALSE,non-alternating,7,7,John described the woman from work an idea,John described an idea to the woman from work,indef,3,longDefinite,2661,99,-5.1932959808036685,6.636363636363637,0.21675682067871094,0.006558775901794434,-1.416834831237793,-3.4820019006729126,-6.255858540534973
FALSE,FALSE,non-alternating,7,7,Linda described a woman wearing a hat an idea,Linda described an idea to a woman wearing a hat,indef,3,longIndefinite,2662,50,5.10879597440362,19.75,-0.5460281372070312,-4.326160669326782,1.2930573225021362,-2.65494105219841,-9.8711177110672
FALSE,FALSE,non-alternating,7,7,Maria described him an idea,Maria described an idea to him,indef,3,pronoun,2663,1,-10.864331619814038,17.5,2.3521194458007812,-2.2103004455566406,1.150916337966919,-2.690358877182007,-0.5697990655899048
FALSE,FALSE,non-alternating,7,7,Alice described the woman an idea,Alice described an idea to the woman,indef,3,shortDefinite,2664,51,-5.566097214818001,6.454545454545454,0.14806175231933594,-0.7008156776428223,0.09427952766418457,-2.6544309854507446,-1.8727927207946777
FALSE,FALSE,non-alternating,7,7,Mary described a woman an idea,Mary described an idea to a woman,indef,3,shortIndefinite,2665,2,-4.532318461686373,13.818181818181818,-0.4727916717529297,-3.494476556777954,1.8717319965362549,-1.1689977645874023,-8.728423118591309
FALSE,FALSE,non-alternating,7,7,Maria described the man from work a headline,Maria described a headline to the man from work,indef,4,longDefinite,2666,52,-5.0080852480605245,7.384615384615385,3.3486557006835938,3.6745811700820923,-0.24431800842285156,2.2933443784713745,4.082273244857788
FALSE,FALSE,non-alternating,7,7,Mary described a man wearing a hat a headline,Mary described a headline to a man wearing a hat,indef,4,longIndefinite,2667,3,-0.7808787375688553,8.285714285714286,1.5901451110839844,-1.050460398197174,2.8823419511318207,3.9530694484710693,-5.223641574382782
FALSE,FALSE,non-alternating,7,7,Maria described him a headline,Maria described a headline to him,indef,4,pronoun,2668,54,-10.244750938843936,15.875,3.671995162963867,1.2654492855072021,0.633922815322876,1.039005994796753,3.089855670928955
FALSE,FALSE,non-alternating,7,7,Mary described the woman a headline,Mary described a headline to the woman,indef,4,shortDefinite,2669,4,2.2658498249948025,14.538461538461538,2.7402305603027344,0.5516902208328247,1.4606482982635498,3.03671395778656,0.7083268165588379
FALSE,FALSE,non-alternating,7,7,Alice described a woman a headline,Alice described a headline to a woman,indef,4,shortIndefinite,2670,55,-5.118083632551134,7.153846153846154,2.141267776489258,1.4717838764190674,1.6866538524627686,1.6610586643218994,-6.952366590499878
FALSE,FALSE,non-alternating,7,7,Linda described the woman wearing the hat something,Linda described something to the woman wearing the hat,something,5,longDefinite,2671,6,-4.73193420591997,1.6666666666666667,1.4046077728271484,0.5089051723480225,0.8154314160346985,-3.104406237602234,2.6365773677825928
FALSE,FALSE,non-alternating,7,7,Michael described a man from work something,Michael described something to a man from work,something,5,longIndefinite,2672,56,-8.13915180368349,14.461538461538462,2.3144607543945312,-2.183993339538574,-2.7992703914642334,-5.9465954303741455,-3.2452054023742676
FALSE,FALSE,non-alternating,7,7,Bob described her something,Bob described something to her,something,5,pronoun,2673,7,-6.866729603614658,14.777777777777779,1.8083820343017578,-1.1078723669052124,1.039842128753662,-2.258166551589966,-2.130768656730652
FALSE,FALSE,non-alternating,7,7,John described the man something,John described something to the man,something,5,shortDefinite,2674,57,-8.602750417776406,12.88888888888889,2.1287689208984375,-2.0681527853012085,-0.9004902839660645,-3.0713878870010376,0.6154885292053223
FALSE,FALSE,non-alternating,7,7,Juan described a woman something,Juan described something to a woman,something,5,shortIndefinite,2675,8,-6.413850316312164,6.818181818181818,1.111114501953125,-2.19736385345459,-1.4479360580444336,-4.528918504714966,8.557948350906372
FALSE,FALSE,non-alternating,8,8,Mary dropped the man who was wearing the hat the rope,Mary dropped the rope to the man who was wearing the hat,def,1,longDefinite,2676,59,-8.15680161130149,11.6,-0.94012451171875,-8.322855770587921,-6.339798092842102,-8.592108845710754,-15.186313211917877
FALSE,FALSE,non-alternating,8,8,Bob dropped a man who was wearing a hat the rope,Bob dropped the rope to a man who was wearing a hat,def,1,longIndefinite,2677,9,-19.428922843770124,10.363636363636363,-1.8523902893066406,-8.015448927879333,-6.568395495414734,-6.592011630535126,-18.912753462791443
FALSE,FALSE,non-alternating,8,8,Alice dropped him the rope,Alice dropped the rope to him,def,1,pronoun,2678,60,-7.773375067161396,53.25,2.1371021270751953,-1.2828717231750488,1.444004774093628,3.174897313117981,-2.2214101552963257
FALSE,FALSE,non-alternating,8,8,Juan dropped the man the rope,Juan dropped the rope to the man,def,1,shortDefinite,2679,10,5.911569365358446,42.36363636363637,1.147867202758789,-1.5478537678718567,-0.747931718826294,2.050498366355896,-0.735152006149292
FALSE,FALSE,non-alternating,8,8,Mary dropped a man the rope,Mary dropped the rope to a man,def,1,shortIndefinite,2680,61,-5.438950925832614,34.0,0.2629375457763672,-2.967468023300171,-1.2869007587432861,0.56522536277771,-6.422591328620911
FALSE,FALSE,non-alternating,8,8,Juan dropped the man wearing the hat the invitation,Juan dropped the invitation to the man wearing the hat,def,2,longDefinite,2681,12,-11.93484437665029,17.857142857142858,-1.7522926330566406,-9.29284554719925,-5.539051711559296,-7.929169654846191,-12.2979154586792
FALSE,FALSE,non-alternating,8,8,Linda dropped a woman from work the invitation,Linda dropped the invitation to a woman from work,def,2,longIndefinite,2682,62,-22.003149956697598,28.22222222222222,-1.3674201965332031,-6.923747479915619,-6.014725387096405,-13.1747545003891,-9.607383966445923
FALSE,FALSE,non-alternating,8,8,Juan dropped her the invitation,Juan dropped the invitation to her,def,2,pronoun,2683,13,-5.5133804592478555,38.833333333333336,-0.17438316345214844,-1.8579217791557312,-1.3268104791641235,-0.28920960426330566,-1.851957619190216
FALSE,FALSE,non-alternating,8,8,Maria dropped the woman the invitation,Maria dropped the invitation to the woman,def,2,shortDefinite,2684,64,-1.2777967076399364,31.1,-1.0773906707763672,-4.965511798858643,-1.2258849143981934,-1.849290668964386,-2.747408390045166
FALSE,FALSE,non-alternating,8,8,Alice dropped a man the invitation,Alice dropped the invitation to a man,def,2,shortIndefinite,2685,14,-11.088514618109912,30.6,-0.21363449096679688,-5.183245360851288,-2.713302195072174,-0.58937668800354,-15.75786828994751
FALSE,FALSE,non-alternating,8,8,Bob dropped the man who was from work a basket,Bob dropped a basket to the man who was from work,indef,3,longDefinite,2686,65,-6.942165435175411,21.636363636363637,0.60064697265625,0.2958645820617676,-5.987564206123352,-0.9070274829864502,1.2451452016830444
FALSE,FALSE,non-alternating,8,8,Maria dropped a man who was from work a basket,Maria dropped a basket to a man who was from work,indef,3,longIndefinite,2687,15,-14.641218201373704,13.454545454545455,0.19207382202148438,1.0954864025115967,-6.124477505683899,-3.4877569675445557,-10.63153076171875
FALSE,FALSE,non-alternating,8,8,Mary dropped him a basket,Mary dropped a basket to him,indef,3,pronoun,2688,66,-2.989491892629303,44.2,3.0438804626464844,-0.06999611854553223,2.63440203666687,1.5632565021514893,6.57802951335907
FALSE,FALSE,non-alternating,8,8,Michael dropped the man a basket,Michael dropped a basket to the man,indef,3,shortDefinite,2689,17,9.098668575228658,50.75,1.661529541015625,1.8498190641403198,-0.3651989698410034,4.989722013473511,3.3853975534439087
FALSE,FALSE,non-alternating,8,8,John dropped a woman a basket,John dropped a basket to a woman,indef,3,shortIndefinite,2690,67,1.9614570672856644,31.77777777777778,1.3002052307128906,1.6249003410339355,-0.8134925365447998,1.2799677848815918,2.0262374877929688
FALSE,FALSE,non-alternating,8,8,Juan dropped the woman who was wearing the hat a package,Juan dropped a package to the woman who was wearing the hat,indef,4,longDefinite,2691,18,-5.761508945433889,19.0,-0.9189872741699219,-4.73730993270874,-7.2629663944244385,-7.4809218645095825,-15.783776581287384
FALSE,FALSE,non-alternating,8,8,Maria dropped a woman who was wearing a hat a package,Maria dropped a package to a woman who was wearing a hat,indef,4,longIndefinite,2692,69,-10.84743221878307,26.125,-0.6388130187988281,-4.597356796264648,-7.248817473649979,-11.32060369849205,-11.107836723327637
FALSE,FALSE,non-alternating,8,8,Linda dropped him a package,Linda dropped a package to him,indef,4,pronoun,2693,19,2.1633161057834513,64.22222222222223,2.926176071166992,-1.3970131874084473,3.8229668140411377,2.5952608585357666,11.762070417404175
FALSE,FALSE,non-alternating,8,8,Linda dropped the man a package,Linda dropped a package to the man,indef,4,shortDefinite,2694,70,6.698634801374283,58.55555555555556,0.8179302215576172,0.3057889938354492,-1.9815690517425537,2.0253032445907593,-2.7437198162078857
FALSE,FALSE,non-alternating,8,8,Juan dropped a woman a package,Juan dropped a package to a woman,indef,4,shortIndefinite,2695,20,1.781295454071369,25.7,0.8631496429443359,-1.5207796096801758,-2.0062897205352783,-2.2898504734039307,-3.1392050981521606
FALSE,FALSE,non-alternating,8,8,Juan dropped the man who was from work something,Juan dropped something to the man who was from work,something,5,longDefinite,2696,71,-1.870813294663094,11.0,1.8253974914550781,-0.19950151443481445,-5.088790416717529,-3.5563395023345947,8.918089628219604
FALSE,FALSE,non-alternating,8,8,Maria dropped a man wearing a hat something,Maria dropped something to a man wearing a hat,something,5,longIndefinite,2697,22,-9.026558980345726,16.181818181818183,1.6716423034667969,-4.83576363325119,-3.9993957579135895,-5.865113854408264,-9.779190063476562
FALSE,FALSE,non-alternating,8,8,Juan dropped her something,Juan dropped something to her,something,5,pronoun,2698,72,2.3386703529395163,24.181818181818183,2.0457286834716797,-3.36807382106781,-0.4050414562225342,0.2409968376159668,11.840855598449707
FALSE,FALSE,non-alternating,8,8,Mary dropped the man something,Mary dropped something to the man,something,5,shortDefinite,2699,23,6.340991087607108,54.166666666666664,1.8782997131347656,-2.8961888551712036,-3.5538790225982666,-1.160164475440979,1.2905954122543335
FALSE,FALSE,non-alternating,8,8,Michael dropped a woman something,Michael dropped something to a woman,something,5,shortIndefinite,2700,74,-2.9815155618125573,25.692307692307693,1.7847251892089844,-1.6980030536651611,-2.56908643245697,-1.4990382194519043,3.8608148097991943
FALSE,FALSE,non-alternating,9,9,Alice stated the man wearing the hat the case,Alice stated the case to the man wearing the hat,def,1,longDefinite,2701,24,-7.669424153398722,9.6,-1.1669540405273438,-3.5891600847244263,-7.220674157142639,-12.473980724811554,-5.815387606620789
FALSE,FALSE,non-alternating,9,9,Michael stated a man from work the case,Michael stated the case to a man from work,def,1,longIndefinite,2702,75,-8.061951857060194,5.166666666666667,-0.09764862060546875,-3.232288122177124,-6.549143314361572,-9.244857549667358,-13.186742544174194
FALSE,FALSE,non-alternating,9,9,Juan stated her the case,Juan stated the case to her,def,1,pronoun,2703,25,-8.550580870360136,7.636363636363637,1.5712356567382812,-5.549535751342773,-1.8754675388336182,-3.9993159770965576,-6.578770637512207
FALSE,FALSE,non-alternating,9,9,Mary stated the woman the case,Mary stated the case to the woman,def,1,shortDefinite,2704,76,-4.974867810495198,6.1,-0.4920539855957031,-3.548638939857483,-3.7111005783081055,-7.709034085273743,-11.64252519607544
FALSE,FALSE,non-alternating,9,9,Bob stated a woman the case,Bob stated the case to a woman,def,1,shortIndefinite,2705,27,-4.342100973241031,13.428571428571429,-0.61224365234375,-5.552784085273743,-5.546109676361084,-6.551140546798706,-19.401933670043945
FALSE,FALSE,non-alternating,9,9,Linda stated the woman who was from work the facts,Linda stated the facts to the woman who was from work,def,2,longDefinite,2706,77,-19.453539470443502,18.6,0.033771514892578125,0.020847558975219727,-7.153589248657227,-9.318115830421448,-9.197304010391235
FALSE,FALSE,non-alternating,9,9,Juan stated a man from work the facts,Juan stated the facts to a man from work,def,2,longIndefinite,2707,28,-28.94242837652564,14.0,0.994598388671875,-0.6543924808502197,-9.262578010559082,-6.401606321334839,-2.752549409866333
FALSE,FALSE,non-alternating,9,9,Mary stated him the facts,Mary stated the facts to him,def,2,pronoun,2708,78,-18.4665072648786,34.8,0.541534423828125,-1.8582372665405273,-2.1023852825164795,-4.799919605255127,-2.413908064365387
FALSE,FALSE,non-alternating,9,9,John stated the man the facts,John stated the facts to the man,def,2,shortDefinite,2709,29,-15.592917392030358,9.8,1.04632568359375,-1.4686126708984375,-6.070556163787842,-8.599304556846619,-7.180954575538635
FALSE,FALSE,non-alternating,9,9,Mary stated a man the facts,Mary stated the facts to a man,def,2,shortIndefinite,2710,80,-18.760650869924575,3.2,0.8615798950195312,-1.3613495826721191,-6.7505576610565186,-6.818102836608887,-5.89355731010437
FALSE,FALSE,non-alternating,9,9,Alice stated the man from work an idea,Alice stated an idea to the man from work,indef,3,longDefinite,2711,30,-16.514653315301985,14.166666666666666,0.8152618408203125,-1.0900349617004395,-6.762991905212402,-5.9866766929626465,-8.151764631271362
